제목,내용
"신세계百, 코트라와 협약 <b>패션</b> 기업 해외진출 지원","





지난 3월 31일 우정섭 신세계백화점 재무본부장(오른쪽)과 정외영 KOTRA 혁신성장본부장(왼쪽)이 업무 협약 체결 이후 기념 촬영을 하고 있다.  신세계백화점신세계백화점이 대한무역투자진흥공사(KOTRA·코트라)와 함께 국내 패션기업의 해외 진출을 지원한다.신세계는 지난 3월 코트라와 함께 국내 ESG 패션기업의 해외 진출 지원을 위한 업무협약을 체결했다. 신세계백화점은 그간 국내 중소기업 브랜드들의 해외 진출을 위해 준비해온 온라인 기업 간 거래(B2B) 수출 플랫폼 '케이패션82(Kfashion82)'를 이달 말 출범할 예정이다.케이패션82에 입점할 브랜드들은 프랑크푸르트 한류박람회(6월) 등 코트라가 주최하는 주요 프로그램에 참여할 수 있는 기회와 해외 바이어와의 비즈니스 수출 상담 및 홍보 기회를 제공받게 된다. 신세계백화점 관계자는 ""이번 협약으로 케이패션82에 입점할 국내 패션 브랜드들이 해외 수출 판로를 확보하고, 다양한 해외 영업 활동을 보장받을 것""이라고 기대감을 내비쳤다.신세계는 산업통상자원부와 코트라가 지난 4월 12~13일 이틀 동안 주최한 '2023 붐업코리아 수출상담회'에서 케이패션82 부스를 마련해 국내 우수 ESG 패션 브랜드를 해외 패션 바이어들에게 소개하기도 했다. 이 자리를 키모우이, 블랙비스트, 트리플루트 등 신진 디자이너 브랜드와 업사이클링 골프용품 브랜드 등 6개 중소기업의 패션 전문전시관으로 꾸며 많은 해외 바이어들에게 관심을 받은 것으로 전해졌다.케이패션82는 국내 패션 브랜드들의 안전하고 편리한 해외 시장 진출을 돕기 위한 신개념 동반성장 모델이다. 해외 바이어들이 한국 패션 플랫폼임을 바로 인지할 수 있도록 'K패션'에 대한민국 국가 코드 '82'를 조합해 직관적으로 작명한 점이 눈길을 끈다. 케이패션82는 입점할 국내 브랜드 중 절반 이상을 신진 브랜드로 키워 그 의미를 더하고 있다. 해외 구매자는 케이패션82를 통해 한국 패션 브랜드의 상품을 대량으로 구매할 수 있고, 국내 브랜드는 별도 계약과 통관 등 여러 절차를 거치지 않고서도 손쉽게 해외 판로를 확보할 수 있게 된다. 신세계백화점 관계자는 ""한국어 외에도 영어·중국어·일본어 등 다양한 외국어 서비스도 지원해 세계 각국 바이어들의 관심을 받을 것으로 기대하고 있다""고 말했다.이 관계자는 ""경쟁력 있는 국내 패션업체들이 지속성장해 나갈 수 있도록 다양한 지원을 아끼지 않을 것""이라고 말했다. [박홍주 기자]

"
"르세라핌, 미국과 <b>일본</b>서 신기록 릴레이…언어 장벽 넘은 ‘걸그룹 퍼포먼스 ...","
 
르세라핌(LE SSERAFIM)이 데뷔 1년 만에 전 세계 음악 시장에서 존재감을 각인시켰다.     소속사 측은 25일 “르세라핌(김채원, 사쿠라, 허윤진, 카즈하, 홍은채)의 정규 1집 ‘UNFORGIVEN’이 일본 오리콘의 29일자 주간 앨범 랭킹 기준 누적 판매량 10만 장을 넘기면서 현지에서 4세대 걸그룹 ‘원톱’ 인기를 자랑했다”고 밝혔다.      이 앨범은 오리콘이 발표한 15일 자 주간 앨범 랭킹, 주간 디지털 앨범 랭킹, 주간 합산 앨범 랭킹 1위에 올랐고 올해 해외 여성 아티스트 최초로 주간 랭킹 3관왕을 달성했다. 소속사 측은 이어 “르세라핌이 미국 빌보드 메인 앨범 차트인 ‘빌보드 200’에 2주 연속(5월 20, 27일 자) 이름을 올렸다”고 덧붙였다.      이 앨범은 지난주 ‘빌보드 200’에 6위로 진입해 K-팝 걸그룹 역사상 최단기간 ‘톱 10’ 입성 기록을 세운 바 있다. 올해 4세대 걸그룹 중 ‘빌보드 200’ 10위권에 이름을 올린 팀은 르세라핌이 유일하다. 르세라핌은 국내를 비롯해 세계 음악 시장의 중심인 미국과 일본에서 K-팝 걸그룹 최초, 최단 기록을 잇따라 세우며 높아진 위상을 과시했다.     르세라핌의 성공은 언어의 장벽을 넘고 전 세계에서 견고한 팬덤을 구축했다는 점에서 의미가 남다르다. 이는 퍼포먼스와 팀 브랜딩으로 국가 및 지역에 구애받지 않는 ‘르세라핌스러움’이라는 고유한 색채를 만든 결과다.      지난 24일 공개된 정규 1집 수록곡 ‘이브, 프시케 그리고 푸른 수염의 아내’ 뮤직비디오는 르세라핌만의 강점을 명료하게 담았다.     영상 속 르세라핌은 ‘걸그룹 퍼포먼스 최강자’ 만이 소화 가능한 고난도 안무를 펼치며 르세라핌다운 무대란 무엇인가를 보여줬다. 지난해 연말을 뜨겁게 달궜던 시상식 공연에 이어 다시 한 번 난도, 구성, 표현력에서 최고점을 찍은 퍼포먼스를 선보였다.      다섯 멤버의 완벽한 합을 자랑하는 칼군무, 저지 클럽 스타일의 리듬에 맞춘 파워풀한 안무는 보는 이들에게 짜릿한 쾌감을 선사하면서 “이게 바로 르세라핌”이라는 찬사를 이끌어냈다.     세계 3대 디자인 어워드 중 2개에서 본상을 수상한 팀의 BI를 이용한 세련된 브랜딩은 르세라핌을 더욱 특별하게 만들었다. 이들은 데뷔 앨범부터 정규 1집에 이르기까지 팀을 대표하는 의상으로 애슬레저 룩을 선보이며 건강하면서도 세련된 이미지를 완성했다. 르세라핌의 첫 단독 팝업 스토어에서는 팀의 로고를 활용한 패션, 액세서리 상품이 인기 상위 품목에 올랐고 팬덤을 넘어 패션 고관여층과 주요 매거진에서 이들의 브랜드를 깊이 있게 다루는 등 가시적인 성과를 이끌었다.     이처럼 르세라핌은 파워풀한 퍼포먼스, 세련된 브랜딩을 앞세워 ‘르세라핌스러움’이라는 고유의 영역을 개척했고, 글로벌 음악 시장에서 거둔 압도적 성과들은 이들의 방향성이 틀리지 않았음을 입증해 준다.       한편, 르세라핌은 25일 오후 6시 Mnet ‘엠카운트다운’을 시작으로 후속곡 음악방송 활동에 돌입한다. 
"
"[현장포토] &quot;왓츠 인 우지백&quot;…우지, 보부상 <b>패션</b>","
 
'세븐틴'이 일본 팬미팅을 일정 차 26일 오후 김포국제공항을 통해 도쿄로 출국했다.우지는 화이트 탑과 숏츠로 편안한 공항패션을 완성했다, 커다란 짐가방이 시선을 끌었다. 
""왓츠 인 우지백?""
"
"방탄소년단 슈가 ‘반바지+슬리퍼, 편안한 <b>패션</b>으로 출국’ [MK포토]","
				
				
				‘방탄소년단(BTS)’ 슈가가 동네형 복장으로 공항패션을 완성했다.슈가는 24일 오전 솔로 월드투어 콘서트를 위해 인천국제공항을 통해 인도네시아 자카르타로 출국했다.슈가는 스포츠 점퍼와 청반바지, 그리고 샌들을 매치해 수수하고 털털한 공항패션을 선보였다. 
슈가는 미국 벨몬트 파크 시작으로 뉴어크, 로즈몬트, 로스앤젤레스, 오클랜드 등 ‘SUGA | Agust D TOUR’ 투어을 마쳤다.이어 인도네시아 자카르타에 이어 태국 방콕, 싱가포르, 서울, 일본에서 펼칠 예정이다.인천공항=김영구 MK스포츠 기자
"
미국 유명 <b>패션</b> 브랜드 매장에 강도‥1억 6천만 원 피해,"

[뉴스투데이]◀ 앵커 ▶이번엔 뉴스룸 연결해서  국제뉴스 알아보겠습니다.김준상 아나운서, 미국의 한 유명 패션 브랜드 매장에 강도가 들었다고요? ◀ 김준상 아나운서 ▶ 네, 미국 뉴저지주의 한 쇼핑몰에서 현지시간 15일 발생한 일인데요. 고가의 패션 브랜드 매장에 강도가 침입해, 우리 돈 1억 6천만 원 상당의 피해가 났습니다.모자와 마스크로 얼굴을 가린 4명이 훔친 물건을 들고 급히 매장 밖으로 나옵니다.전시된 명품 가방을 낚아채는 등 보이는 대로 물건을 집어들고 나와 달아납니다. 최근 일본 도쿄의 한 시계점에서 발생한 강도 사건 때처럼, 매장 안엔 직원들이 있었는데도 대담하게 범행을 저질렀는데요. 이 장면은 현장 인근에 있던 한 시민이 촬영해 소셜미디어로 공개돼습니다. 강도들은 값비싼 가방 25점을 훔쳤고, SUV 차량을 타고 현장에서 도주했는데 아직 경찰에 검거되진 않았습니다.MBC 뉴스는 24시간 여러분의 제보를 기다립니다. ▷ 전화 02-784-4000▷ 이메일 mbcjebo@mbc.co.kr▷ 카카오톡 @mbc제보

"
"긴자에 뜬 다나카 “<b>일본</b> 필수템 쇼핑, 여기도 가보세요”","

롯데면세점 긴자 시내점 홍보 강화 나서다나카 유튜브 채널서 소개 콘텐츠 공개마케팅부문장 출연해 품목·강점 등 언급日여행 한국인 증가에 고객 유인 강화 ↑인국공 면세점 탈락후 해외 영업점 확대



유튜버 ‘다나카’(오른쪽)가 일본 도쿄의 ‘롯데면세점 긴자점’을 방문해 노재승 롯데면세점 마케팅부문장의 안내를 받고 있다./유튜브 ‘나몰라패밀리 핫쇼’ 채널 캡쳐[서울경제] 롯데면세점이 펜데믹 기간 사실상 개점휴업 상태였던 일본 긴자의 시내 면세점 띄우기에 나섰다. 인천국제공항 면세점 사업자 탈락 이후 ‘시내·온라인·해외’ 3축을 강화 중인 가운데 해외여행 재개와 맞물려 한국인의 방문이 급증한 일본 시장을 적극적으로 공략하려는 것으로 보인다.21일 유통업계에 따르면 롯데면세점은 최근 인기 유튜버 ‘다나카’와 도쿄 긴자에 위치한 시내 면세점 홍보 콘텐츠를 제작해 방영했다. 다나카는 개그맨 김경욱이 탄생시킨 가상의 일본인 캐릭터로 한국에서 큰 인기를 끌고 있으며 일본 방송에서도 소개되며 화제를 모았다. 이번 영상은 롯데면세점 채널이 아닌 다나카 콘텐츠가 공개되는 ‘나몰라패밀리 핫쇼’에 업로드 됐다.



유튜버 ‘다나카’(오른쪽)의 롯데면세점 긴자점 소개 콘텐츠에 등장한 노재승 롯데면세점 마케팅부문장/유튜브 ‘나몰라패밀리 핫쇼’ 채널 캡쳐특히 영상에는 롯데면세점 마케팅부문장인 노재승 상무가 출연해 면세점 내 택스 프리(tax fee) 매장을 안내하며 ‘한국인이 좋아하는 일본 로컬 상품’을 소개하는 한편, ‘오래 줄 서지 않고 구매할 수 있다’는 점을 강조하기도 했다. 특히 일본을 여행한 한국인 관광객들이 선물을 사기 위해 많이 방문하는 매장을 언급하고, 인기 품목인 파스, 소화제 등의 상품을 보여주며 ‘상대적인 편리성’을 부각했는데, 최근 급증한 일본 내 한국인 여행객의 방문을 유도하기 위한 것으로 풀이된다. 롯데면세점은 한동안 중단·축소 운영됐던 주류, 명품 매장 등도 함께 공개하기도 했다.



유튜버 ‘다나카’(오른쪽)가 일본 도쿄의 ‘롯데면세점 긴자점’을 방문해 노재승 롯데면세점 마케팅부문장의 안내를 받고 있다./유튜브 ‘나몰라패밀리 핫쇼’ 채널 캡쳐긴자점에는 오는 7월 서울패션위크 전용관이 들어서며 ‘2024 S/S 서울패션위크’에 참여하는 브랜드에서 선발된 7곳이 입점할 예정이다.한편 롯데면세점은 인천국제공항의 공백을 메우기 위해 해외시장 확대에 더욱 공을 들일 계획이다. 6월 호주 멜버른 공항점 개점이 예정돼 있고, 하반기에는 베트남 하노이 시내점이 문을 연다. 코로나 기간 부분 운영했던 싱가포르 창이공항도 그랜드 오픈이 임박했다. 이 외에도 일본 도쿄, 오사카에서 7년 만에 관광객 유치를 위한 로드쇼도 개최할 예정이다.



유튜버 ‘다나카’(왼쪽)가 일본 도쿄의 ‘롯데면세점 긴자점’을 방문해 안내를 받고 있다./유튜브 ‘나몰라패밀리 핫쇼’ 채널 캡쳐

"
"[사진]아이브 장원영-안유진,&apos;빛나는 공항<b>패션</b>&apos;","
 
[OSEN=지형준 기자] 가수 아이브가 26일 오전 일본 앨범 프로모션 일정 참석차 김포국제공항을 통해 출국했다.아이브 장원영, 안유진이 공항에 들어서며 포즈를 취하고 있다. 2023.05.26 /jpnews@osen.co.kr
"
"제니, 日 <b>패션</b>지 커버 장식..파격의 시스루 &quot;K팝 경계 넘은 글로벌 ★&quot;(인터뷰...","
 
[스포츠조선 이유나 기자] 블랙핑크 제니가 보그 재팬의 커버를 장식했다.  
26일 보그 재팬은 공식 채널에 7월 커버 스토리를 장식한 메인 스타를 소개하며 제니의 새 화보를 공개했다. 
보그 재팬은 ""수많은 업적을 이룬 글로벌 스타""라고 제니를 평가하면서 ""K팝의 경계를 넘어 세상을 사로잡는 긍정적인 마인드를 보여준 스타""라고 소개했다. 제니는 보그 재팬과의 인터뷰에서 ""제 커리어에서 가장 좋았던 것은 블랙핑크로 데뷔할 수 있던 것""이라며 ""왕성한 호기심과 섬세한 완벽주의가 성격""이라고 말헀다. 
일본에서는 4월 도쿄돔 공연과 6월 교세라돔 라이브 콘서트가 예정되어 있는 블랙핑크. 제니는 ""일본 블링크(팬클럽)를 만나는건 정말 오랜만이라 기대된다. 뜻깊고 즐거운 시간을 함께 만들고 싶다""고 소망했다. 
블랙핑크 월드투어는 8월까지 계속된다. 제니는 ""투어 중 멤버들과 암스테르담에서 보낸 시간이 특히 기억에 깊다. 언젠가 가보고 싶은 곳은 아프리카""라며 ""좋아하는 동물을 보고 멋진 자연을 느껴보고 싶다""고 희망했다.가장 편한 시간은 쉬는 날 침대에 누워 아무 생각 없이 있을 때라고. 자기 전에는 자연이나 우주에 관련된 ASMR을 들으면 잠이 잘오는 편이라고 TMI도 전했다. 
제니는 ""내가 가장 영향을 받은 인물은 엄마""라며 ""삶에 대한 사고 방식부터 패션센스까지 다양한 일에 엄마의 영향을 받았다. 지금도 조언을 많이 해주시고 제가 가장 현명한 결정을 내릴수 있도록 도움을 받고 있다""고 했다.한편 제니는 생애 첫 연기 도전작  '더 아이돌'으로 제76회 칸국제영화제 비경쟁 부문에 초청을 받아 칸에 머무르고 있다. 
"
[T포토] 가을 &apos;여름 부르는 공항<b>패션</b>&apos;,"
 
그룹 '아이브'의 가을이 26일 오전 일본 앨범 프로모션 차 김포국제공항을 통해 일본으로 출국했다.오민아 기자  
"
과감한 체질 개선 효과…중견 <b>패션</b>업체들 실적 &apos;턴어라운드&apos;,"

카스텔바작·한세엠케이 국내 사업 나란히 흑자 전환 (서울=연합뉴스) 전성훈 기자 = 국내 중견 패션업체들이 국내 사업 호조와 경영 효율화 등에 힘입어 올해 1분기 실적 개선(턴어라운드)에 성공했다.     한세엠케이는 연결 기준 1분기 매출이 863억원으로 전년 동기 대비 80% 증가했다고 16일 밝혔다.     본격적인 엔데믹 속에 국내 사업이 호조를 보이며 실적을 견인했다.     국내 사업의 1분기 영업이익은 30억원, 당기 순이익은 26억원을 기록하며 지난해 동기와 비교해 흑자 전환했다.     국내 사업 매출은 646억원으로 106% 급증했다. 전체 매출에서 차지하는 비중은 74.9%다.     전략적 마케팅과 제품 라인업 강화 등을 통한 브랜드별 인지도 제고가 밑바탕이 됐다고 회사 측은 설명했다. 



[한세엠케이 제공. 재판매 및 DB 금지]스트리트 캐주얼 브랜드 NBA와 NBA 키즈가 지난해 동기 대비 각각 30%, 75% 증가하는 등 대표 브랜드가 선전했다.    해외 사업은 아직 적자를 벗어나지 못했지만 지난해와 비교하면 손실 규모가 크게 줄었다.        한세엠케이는 ""1분기 실적을 전환점으로 삼아 지속적인 성장세를 이어갈 계획""이라며 ""NBA 등 주요 브랜드의 성장이 가시화하고 중국·일본·미국 등 세계 시장에서 좋은 성적을 거둔다면 연간 실적도 개선될 것""이라고 기대했다.     카스텔바작도 올해 1분기 영업이익과 당기순이익이 각각 5억8천만원, 8억8천만원으로 흑자 전환에 성공했다.     지난해 1분기 영업손실 4억1천만원, 당기순손실 8억5천만원에서 큰 폭으로 개선됐다.     인공지능(AI) 기반의 디지털 경영 혁신과 효율화, 체질 개선을 위한 지속적인 노력이 실적 향상으로 이어졌다고 회사 측은 자평했다.



[까스텔바작 제공. 재판매 및 DB 금지]까스텔바작은 빅데이터를 통한 재고관리로 매장별 운영 효율성을 높이는 한편 실적이 떨어지는 매장을 과감하게 정리하고 전략적 요충지에 신규 매장을 개장하는 등 구조조정을 단행해왔다.     전반적인 사업 조정 등의 영향으로 매출은 24% 감소한 112억원을 기록했다.    까스텔바작은 미국과 동남아시아 시장 진출이 가시화하는 만큼 앞으로도 점진적으로 수익성이 개선될 것으로 기대하고 있다.     까스텔바작은 ""시대의 흐름에 발맞춘 경영 혁신과 해외 시장 공략으로 한국을 대표하는 골프 브랜드로 자리매김할 것""이라고 강조했다.    휠라홀딩스는 아쿠쉬네트 등 골프 관련 자회사의 사업 호조로 올해 1분기 연결기준 매출이 3.3% 증가한 1조1천86억원을 기록했다.     lucho@yna.co.kr

"
세븐틴 민규 ‘심상치 않은 선글라스 <b>패션</b>’[포토엔HD],"
 
[김포공항=뉴스엔 지수진 기자] 세븐틴(SEVENTEEN) 멤버 에스쿱스, 정한, 조슈아, 호시, 원우, 우지, 디에잇, 민규, 도겸, 승관, 디노가 5월 26일 오후 서울 강서구 방화동 김포국제공항 국제선을 통해 SEVENTEEN 2023 JAPAN FANMEETING 'LOVE' 일정 참석 차 일본 도쿄 하네다로 출국하고 있다.
"
[TEN 포토] 박은빈 &apos;시원한 여친룩 <b>패션</b>&apos;,"
				
				
				[텐아시아=조준원 기자]배우 박은빈이 25일 오전 팬미팅 참석차 김포국제공항을 통해 일본으로 출국하며 공항패션을 선보이고 있다. 
조준원 기자 wizard333@tenasia.co.kr
			"
"‘6월 팬미팅’ 이준영, ‘청청 <b>패션</b>’ 완벽 소화","
 
뮤빗 (Mubeat) 제공.배우 이준영이 팬미팅을 앞두고 새로운 모습으로 돌아왔다.뮤빗은 18일 공식 SNS를 통해 이준영의 첫 국내 팬미팅 ‘2023 LEE JUN YOUNG FANMEETING in SEOUL - 개학식’ 스페셜 포스터를 게재하며 기대감을 높였다.공개된 스페셜 포스터 속 이준영은 그윽한 눈빛으로 카메라를 응시하고 있다. 그극 청바지에 청재킷을 매치한 ‘청청패션’을 완벽하게 소화하며 색다른 매력을 선보였다.이준영은 ‘2023 LEE JUN YOUNG FANMEETING in SEOUL - 개학식’을 준비하며 공개된 포스터 속 한편에 자리한 파란 장미 로고를 직접 그려넣어 남다른 팬사랑을 입증했다. 뿐만 아니라 그는 국내애서 첫 단독 팬미팅을 진행하는 만큼 다채로운 구성과 특별한 무대로 꽉 채우기 위해 박차를 다하고 있다는 후문.최근 일본 팬미팅을 성황리에 마친 이준영은 글로벌 팬덤 플랫폼 뮤빗 온라인 생중계를 동시 진행해 전세계 팬들과 실시간으로 소통하며 소중한 추억을 쌓을 예정이다.한편 이준영의 팬미팅 ‘2023 LEE JUN YOUNG FANMEETING in SEOUL - 개학식’은 오는 6월 3일 서울 한성대학교 낙산관 대강당에서 개최된다.이예주 온라인기자 yejulee@kyunghyang.com
			"
빨간 양말로 기시다 취향 저격한 英 수낵 총리…계산된 <b>패션</b> 외교,"

기시다 총리가 열광하는 야구팀 로고 박힌 양말로 친밀감 형성英·日 국방·무역·투자·과학기술 분야서 협력 강화하기로



리시 수낵 영국 총리가 18일 (현지시간) 히로시마에서 열리는 G7 정상회의에 앞서 일식집서 회담 중 신고 있던 일본 프로야구팀 '히로시마 도요 카프' 양말을 기시다 후미오 일본 총리에게 보여 주고 있다. ⓒ AFP=뉴스1 ⓒ News1 우동명 기자(서울=뉴스1) 권진영 기자 = 주요 7개국(G7) 히로시마 정상회의 참석차 일본을 방문한 리시 수낵 영국 총리가 '양말 외교'를 선보였다. 18일 산케이신문 등에 따르면 수낵 총리는 기시다 후미오 총리와의 저녁 식사 자리(워킹디너)에서 ""이 양말 괜찮죠?""라며 바짓단을 들어 보였다.



리시 수낵 영국 총리가 18일 (현지시간) 히로시마에서 열리는 G7 정상회의에 앞서 일식집서 기시다 후미오 일본 총리와 회담서 일본 프로야구팀 '히로시마 도요 카프' 양말을 신고 있다. ⓒ AFP=뉴스1 ⓒ News1 우동명 기자빨간색 양말에 박힌 '카프(Carp)'라는 자수는 일본 프로야구단 중 '히로시마 도요 카프'팀의 로고로 밝혀졌다. 빨간색은 카프의 이미지 컬러다.히로시마가 고향이자 지역구인 기시다 총리는 카프의 열혈 팬으로 유명하다. 중국신문은 기시다 총리가 ""특별히 카프 양말을 신고 와주셨다""며 웃었다고 전했다. 영국 PA통신은 수낵 총리의 패션이 ""심사숙고된 외교상 옷차림""이라고 평가했다.이날 두 정상은 '강화된 영국·일본의 글로벌 전략적 파트너십에 관한 히로시마 합의'를 발표하고 국방·무역·투자·과학기술 분야에서의 협력을 강화하기로 했다.
		
"
[TEN 포토] 박은빈 &apos;<b>일본</b> 팬미팅 가요&apos;,"
				
				
				[텐아시아=조준원 기자]배우 박은빈이 25일 오전 팬미팅 참석차 김포국제공항을 통해 일본으로 출국하며 공항패션을 선보이고 있다. 
조준원 기자 wizard333@tenasia.co.kr
			"
후미야 타카하시 ‘<b>일본</b>에서 왔어요’ [MK포토],"
				
				
				서울 경복궁 근정전에서 16일 오후 이탈리아 브랜드 ‘구찌 2024 크루즈 패션쇼’가 열렸다.이번 행사는 조선시대 왕실의 주요 의식 및 외국 사신을 맞이하는 행사가 진행되던 경복궁의 근정전을 무대로 펼쳐졌다.일본배우 후미야 타카하시가 포토타임을 갖고 있다. 
국보 223호로 지정된 경복궁 근정전에서 패션쇼가 열리는 일은 처음이다. 패션쇼는 근정전 앞마당을 주 무대로 모델들은 행각을 런웨이로 걸었다.패션쇼에는 뉴진스 하니, 차준환, 더보이즈 주연 영훈, 정경호, 전소니, 임지연, 이제훈, 이정재, 이연희, 이수혁, 이서진, 아이브 이서, 이동휘, 에스파 윈터, 우도환, 아이유, 아이린, 신현빈, 신민아, 비비, 박찬욱, 박재범, 있지 류진, 김희애, 김혜수, 김신록, 김시은, 김나영, 기은세, 구교환, 고소영, 엘리자베스 올슨 로비아네트, 미요시 아야카, 후미야 타카하시 등이 참석해 자리를 빛냈다.경복궁(서울)=천정환 MK스포츠 기자
"
"요즘 인기 스니커즈, 다 <b>일본</b> 브랜드라고?[최수진의 <b>패션</b>채널]","

아식스, 오니츠카타이거 등 인기…일부 한정판 제품은 리셀 시장에 등장



아식스, 오니츠카타이거 등 일본 스니커즈 브랜드가 인기를 얻고 있다. (사진=아식스 홈페이지)올해 1월부터 4월까지 일본을 방문한 한국인 관광객이 자그마치 206만7700명이라고 합니다. 일본정부관광국(JNTO)에 따르면 일본에 들어온 외국인은 총 673만 9500명입니다. 그러니까, 일본을 찾은 관광객 3명 가운데 1명은 한국인이었다는 말인 거죠.1분기 한국인의 1인당 평균 소비액은 12만4913엔(약 120만원). 전체 한국인들이 일본에서 쓴 금액은 1999억엔(약 1조9500억원)에 달합니다. 2019년부터 지난해까지 약 3년간 이어졌던 불매 운동은 완전히 사라졌습니다.이 같은 분위기는 국내에서도 느낄 수 있습니다. 요즘 소비자들 사이에서 일본 브랜드인 아식스, 오니츠카타이거 등이 인기를 얻고 있기 때문인데요. 물론, 절대강자인 나이키와 아디다스는 제외하고 말입니다.포털에 아식스를 검색하면 '젤카야노', '젤 소노마', '젤 1090' 등이 연관검색어로 표출됩니다. 아식스가 선보인 '젤 시리즈'에 포함되는 제품명입니다. 최근 가장 인기 있는 라인업이기도 하고요. 인기의 요인은 '한정판' 전략입니다. 아식스는 마뗑킴, 디비전, 세실리에 반센, 앤더슨 벨 등 다양한 브랜드와 협업해 한정판 제품을 출시하는 전략으로 인기를 끌고 있습니다. 불과 몇년 전만 해도, '아식스'를 떠올리면 올드하다는 이미지가 있었는데 지금은 정반대인 거죠. 그래서 최근 소비자들 사이에서는 아식스 제품을 두고 ""사고 싶어도 살 수 없다"", ""제 가격에 구하기 힘들다""라는 말까지 나옵니다. 그래서, 수백만원대의 스니커즈 또는 명품 거래를 위한 리셀 플랫폼인 크림에도 아식스가 등장했습니다. 검색해 보니, 국내 브랜드 앤더슨 벨과 선보인 젤 1090 제품은 9만원대에 정식 출시됐으나 인기 사이즈 기준 100만원이 넘는 가격에 판매되고 있습니다. 또 다른 국내 브랜드 마뗑킴과의 협업 제품 '젤 소노마'는 7~8만원 더 높은 가격입니다. 실제로 국내 대표 패션앱인 무신사는 얼마 전, 몇 가지 인기 브랜드에 한해 빠른 배송을 지원하는 '플러스 배송' 서비스를 론칭했는데요. 여기에 아식스를 포함시켰습니다. 아식스 제품을 원하는 소비자들이 많다는 것을 방증할 수 있는 대목입니다. 또 다른 일본 브랜드 오니츠카타이거도 마찬가지고요. 네이버 데이터랩에서 오니츠카타이거 검색량을 확인해 봤습니다. 데이터랩은 최다 검색량을 100으로 설정해서 검색어의 인기를 알려주는 도구로 활용되고 있는데요. 지난해 말에는 20~21 정도였던 수치가 올해 3월 중순 100까지 치솟았습니다. 이들의 인기는 실적으로 증명됩니다. 일본 본사인 이식스가 지분 100%를 보유한 회사이자 한국에서 오니츠카타이거, 아식스 등을 운영하는 '아식스스포츠'는 지난해 899억원의 매출을 기록했습니다. 967억원을 기록한 전년 대비 소폭 줄었습니다. 반면, 영업이익은 같은 기간 3억원에서 28억원으로 9배 이상 급증했습니다. 아식스와 오니츠카타이거의 인기가 계속되는 만큼 업계에서는 지난해보다 더 수익성을 개선할 수 있을 것이라고 내다보고 있습니다. 이 정도면, 일본 브랜드의 재기가 성공했다고 봐도 무방하겠네요. 

"
