제목,내용
"김연아가 디자인 개발에 참여한 한복, 런던 <b>패션</b>쇼 무대 오른다","

런던 주영한국문화원 ‘한복 패션쇼, 한복 웨이브’



한복 기업 ‘기로에’가 제작한 한복을 입고 있는 김연아 화보.문화체육관광부 제공 ‘피겨 여왕’ 김연아가 디자인 개발에 참여한 한복이 영국 런던 패션쇼 무대에 오른다.문화체육관광부는 한국공예·디자인문화진흥원, 주영한국문화원과 함께 27일 오후 7시(현지시간) 런던 주영한국문화원에서 ‘한복 패션쇼, 한복 웨이브’를 열고 김연아와 협업한 한복을 선보인다고 밝혔다.이번 패션쇼는 ‘한복 분야 한류 업계 협업콘텐츠 기획·개발 사업’의 일환으로, 한복업계가 해외 판로를 개척할 수 있도록 지원하고자 마련됐다. 김연아 전 피겨스케이팅 선수는 한복 디자인 개발과 화보 촬영에 참여했다.금의재, 기로에, 리브담연, 모리노리, 시지엔 이, 이영애우리옷, 하플리, 혜미바이(by)사임당, 혜온, 혜윰한복 등 한복 기업 10곳이 김연아의 특성을 살린 한복 총 60벌을 디자인했다.문체부에 따르면 런던 패션쇼에서는 패션 분야 해외 주요 언론 매체와 패션업계 관계자가 참석한 가운데 우리 한복의 매력을 조망할 계획이다. 또한, 쇼 영상을 영국 빅토리아 앤 앨버트 박물관의 ‘한류! 더 코리안 웨이브(Hallyu! The Korean Wave)’ 전시 누리집에도 게재해 한류 확산에 시너지를 더한다.김연아 한복 화보 10장은 이날 함께 프랑스 파리의 유명 패션지 마리클레르(Marie Claire)를 통해 공개한다. 연말 미국 뉴욕 타임스퀘어 브로드웨이 전광판에도 김연아 한복 화보 영상을 선보일 예정이다.문체부 관계자는 “영국 옥스퍼드 사전에 한복(Hanbok), 한류(Hallyu)가 등재된 것처럼 대중문화를 통해 해외에서 우리 옷 한복에 대한 관심이 높아지고 있다”며 “김연아씨가 동참한 이번 행사로 더 많은 이들이 한복의 매력을 발견하고 한복 분야 기업이 세계로 뻗어나가길 기대한다”고 말했다.

"
"김연아가 디자인한 한복, 英 <b>패션</b>쇼 무대 오른다","

프랑스 패션 잡지에 김연아 한복 화보도 공개[이데일리 김미경 기자] ‘피겨 여왕’ 김연아가 디자인 개발에 참여한 한복이 영국 런던 패션쇼 무대에 오른다.문화체육관광부는 한국공예·디자인문화진흥원, 주영한국문화원과 함께 27일 오후 7시(현지시간) 런던 주영한국문화원에서 ‘한복 패션쇼, 한복 웨이브’를 열고 김연아와 협업한 한복을 선보인다고 밝혔다.



김연아가 직접 디자인 개발에 참여한 한복을 입고 화보 촬영에 참여했다(사진=문화체육관광부 제공).이번 패션쇼는 ‘한복 분야 한류 업계 협업콘텐츠 기획·개발 사업’의 일환으로, 한복업계가 해외 판로를 개척할 수 있도록 지원하기 위해 마련됐다. 김연아 전 피겨스케이트 선수는 한복 디자인 개발과 화보 촬영에 참여했다.△금의재 △기로에 △리브담연 △모리노리 △시지엔 이 △이영애우리옷 △하플리 △혜미바이(by)사임당 △혜온 △혜윰한복 등 한복 기업 10곳이 김연아의 특성을 살린 한복 총 60벌을 디자인했다.문체부에 따르면 런던 패션쇼에서는 패션 분야 해외 주요 언론 매체와 패션업계 관계자가 참석한 가운데 우리 한복의 매력을 조망할 계획이다. 또한 쇼 영상을 영국 빅토리아 앤 앨버트 박물관의 ‘한류! 더 코리안 웨이브(Hallyu! The Korean Wave)’ 전시 누리집에도 게재해 한류 확산에 시너지를 더한다.김연아 한복 화보 10장은 이날 함께 프랑스 파리의 유명 패션지 마리클레르(Marie Claire)를 통해 공개한다. 연말 미국 뉴욕 타임스퀘어 브로드웨이 전광판에도 김연아 한복 화보 영상을 선보일 예정이다. 문체부 정책 관계자는 “영국 옥스퍼드사전에 한복(Hanbok), 한류(Hallyu)가 등재된 것처럼 대중문화를 통해 해외에서 우리 옷 한복에 대한 관심이 높아지고 있다”며 “김연아 씨가 동참한 이번 행사로 더 많은 이들이 한복의 매력을 발견하고 한복 분야 기업이 세계로 뻗어나가길 기대한다”고 말했다.

"
"&quot;곱기도 해라&quot;...김연아 한복, 런던 <b>패션</b>쇼 무대 오른다","





김연아 한복 화보. 제공|문화체육관광부  '피겨 여왕' 김연아가 디자인 개발에 참여한 한복이 영국 런던 패션쇼에 오른다. 27일 문화체육관광부는 한국공예·디자인문화진흥원, 주영한국문화원과 함께 이날 오후 7시(현지시간) 런던 주영한국문화원에서 '한복 패션쇼, 한복 웨이브'를 열어 김연아와 협업한 한복을 선보인다고 밝혔다. 이번 패션쇼는 한복 업계 해외 판로 개척을 지원하는 사업의 일환으로 마련된다. 김연아가 한복 디자인 개발과 화보 촬영에 참여하고 한복 기업 10곳이 김연아만의 개성과 매력을 살린 한복 60벌을 디자인했다. 이날 문체부가 공개한 화보에서 김연아는 연분홍 저고리에 연쪽빛 치마 한복 차림이다. 머리를 한갈래로 곱게 땋은 김연아의 한복 자태가 탄성을 자아낸다. 문체부는 패션쇼 영상을 영국 빅토리아앤앨버트(V&A) 박물관에서 열리고 있는 '한류! 코리안 웨이브'(Hallyu! The Korean Wave) 전시 홈페이지에 게재한다. 이날 김연아의 한복 화보도 프랑스 유명 패션지 마리클레르를 통해 선보인다. 연말에는 미국 뉴욕 타임스스퀘어 전광판에 김연아 한복 화보 영상을 공개, 우리 한 한복의 아름다움을 전 세계에 알린다. 문체부 관계자는 “영국 옥스퍼드사전에 한복(Hanbok), 한류(Hallyu)가 등재된 것처럼 대중문화를 통해 해외에서 우리 옷 한복에 대한 관심이 높아지고 있다”며 “김연아씨가 동참한 이번 행사로 더욱 많은 이가 한복의 매력을 발견하고 한복 분야 기업이 세계로 뻗어나가길 기대한다”고 밝혔다.

"
"김연아가 디자인한 한복, 런던 <b>패션</b>쇼 오른다","





'피겨여왕' 김연아가 디자인 개발에 참여한 영국 런던 패션쇼 무대에 오른다.문화체육관광부는 한국공예·디자인문화진흥원, 주영한국문화원과 함께 27일 오후 7시(현지시간) 런던 주영한국문화원에서 '한복 패션쇼, 한복 웨이브'를 열고 김연아와 협업한 한복을 선보인다고 밝혔다.이번 패션쇼는 한복 업계 해외 판로 개척을 지원하는 사업의 일환으로 마련된다.김연아가 한복 디자인 개발과 화보 촬영에 참여하고 한복 기업 10곳이 김연아만의 특성을 살린 한복 60벌을 디자인했다.문체부는 패션쇼 영상을 영국 빅토리아앤앨버트(V&A) 박물관에서 열리고 있는 '한류! 코리안 웨이브'(Hallyu! The Korean Wave) 전시 누리집에 게재한다.김연아의 한복 화보 10장도 이날 프랑스 파리 패션지 마리클레르를 통해 선보인다.연말에는 미국 뉴욕 타임스스퀘어 전광판에 김연아 한복 화보 영상을 공개할 예정이다.문체부 관계자는 ""영국 옥스퍼드사전에 한복(Hanbok), 한류(Hallyu)가 등재된 것처럼 대중문화를 통해 해외에서 우리 옷 한복에 대한 관심이 높아지고 있는데, 김연아 씨가 동참한 이번 행사로 더욱 많은 분들이 한복의 매력을 발견하고 한복 분야 기업이 세계로 뻗어나가길 기대한다""고 말했다.(사진=문화체육관광부)

"
"‘올리뷰쇼’ 박정아 “밀라노, 파리, <b>영국 패션</b>위크 첨가자들 착용했던 잇템...","
 
올리브쇼 방송 캡처배우 박정아가 ‘트렌드 전도사’로 활약하며 눈길을 끌었다.박정아는 29일 라이프타임 ‘올리뷰쇼’에서 시청자들에게 정보 전달은 물론 재미까지 전하며 두 마리 토끼를 잡았다.방송에서 박정아는 ‘어다행다(어짜피 다이어트할 거면 행복하게 다이어트하자)’의 뜻을 질문하며 오프닝부터 분위기를 달궜다. 박정아는 다이어트를 하면서 재미있게 게임처럼 기록하고 확인하는 잇템으로 단백질 쉐이크를 소개했다. 한 끼 식사 대용으로 즐길 수 있을 만큼 풍부한 영양소가 가득하다는 점을 손꼽는가 하면, 제품을 직접 물에 타서 먹는 모습으로 ‘리뷰 PARK’ 진가 입증에 시동을 걸었다.박정아는 다이어트에 도움을 받을 수 있는 개인 맞춤형 앱을 설명했다. 그녀는 운동법을 알려주는 동영상으로 운동에 도움을 받았다고 이야기하며 아이가 있어 시간적 여유가 없는 엄마들을 홈트를 통해 운동하는 재미까지 느낄 수 있도록 해주는 앱을 칭찬했다. 건강한 라이프 스타일을 즐기기 위해 노력하는 박정아 모습은 일상을 건강하게 가꾸는 것이 하나의 문화로 자리한 ‘어다행다’에 대한 시청자들의 관심을 끌어올렸다. 박정아는 “밀라노, 파리, 영국에서 열린 패션위크 첨가자들이 착용했던 잇템”이라며 떠오르는 신제품 ‘패션 마스크’를 소개했다. 그녀는 직접 마스크를 착용했고, 라인을 따라 볼살과 광대를 커버할 수 있는 우수한 디자인과 유해 물질 차단 기능이 뛰어나다는 제품의 장점을 밝히기도 했다. 마스크와 이어 밴드의 색깔까지 맞춘 센스를 설명하는 그녀의 프로다운 모습은 안방극장 찬사를 불러왔다.박정아는 소비자들을 위해 생생한 후기를 전하는 모습으로 ‘프로 리뷰어 1타 강사’ 다운 면모를 드러냈다.‘만능 엔터테이너’로 활약하고 있는 박정아의 모습은 라이프타임 ‘올리뷰쇼’에서 만나볼 수 있다.
			"
&quot;<b>영국</b> 왕실서 사용하는 원단 쓴 양복…세계 최고 자부한다&quot;,"

김규두 패션그룹 큐투 대표 인터뷰영국 스카발 원단 독점 수입 전개



김규두 패션그룹 큐투 대표(왼쪽)와 그레고 티센 스카발 회장. [사진 = 최아영 기자] 윤석열 대통령의 취임식 양복에 사용된 원단으로 주목받은 브랜드가 있다. 영국의 3대 명품 원단 브랜드로 꼽히는 '스카발'이다. 스카발은 윤 대통령뿐 아니라 대기업 총수들, 다수의 연예인 양복에도 사용돼 주목받았다.지난 29일 서울 송파구 롯데호텔 월드. 스카발 원단을 지난 2015년부터 독점 수입 전개해온 영국전문 패션그룹 큐투의 김규두(61) 대표를 만났다. 큐투는 국내 200여개 양복점에 스카발 원단을 공급하고 있다. 김 대표와 스카발과의 인연은 10년 전 중국 상하이에서 시작됐다. 30년간 유럽 원단을 취급해온 그는 상하이에서 열린 한 브랜드 론칭 행사장에서 우연히 스카발을 알게 됐다. 그는 ""당시 행사장에서 식사하던 중 옆자리에 있던 분이 스카발 디자인 디렉터였다. 양복점은 어려운 분야여서 고민이 많았지만 시장을 개척해보기로 했다""고 설명했다.지난 1938년 설립된 스카발은 영국에 생산공장을, 벨기에에 물류기지를 두고 있는 양복지 공급업체다. 스카발 원단의 가격대는 높은 것으로 알려져 있다. 이 원단으로 양복을 맞춘다면 가격은 수백만원에서 수천만원에 이른다. 윤 대통령이 입었던 양복은 '위자드(마법사)'라는 이름의 스카발 원단으로 만들었다. 위자드는 170수의 부드러운 촉감에 양방향 내추럴 스트레치가 더해져 고급스러움과 편안한 활동성이 특징이다.  



스카발 원단. [사진 = 최아영 기자] 스카발은 스페인 초현실주의 거장 '살바도르 달리'와도 인연이 있다. 김 대표는 ""1970년 초 스카발이 달리에게 30년 후의 남성복을 그려달라고 의뢰했다. 그 스케치를 바탕으로 한 컬렉션이 몇 년 전 나왔다. 30년 전 작품이 양복으로 구현된다는 게 놀랍지 않나""라고 되물었다. 김 대표는 5000가지의 원단을 보유하고 있고 매 시즌 10가지 컬렉션이 출시된다는 점을 스카발만의 특징으로 꼽았다. 그는 스카발에 대해 ""퀄리티는 물론 세월이 지나도 새 옷 같다""며 ""영국 원단은 세련되고 튼튼하다. 국내 광고는 거의 안 하고 있지만 충성 고객이 많다""고 자부심을 드러냈다. 한국 시장은 스카발의 세계 3대 시장으로 꼽힐 만큼 중요해졌다는 게 김 대표의 말이다. 그는 ""젊은 세대들은 개성 표현을 중시하고, 다양한 체형들이 있기에 기성복보다는 맞춤양복을 찾는 소비자들이 많아졌다""고 말했다.스카발은 영국 런던의 맞춤형 양복점이 몰려있는 거리인 새빌 로에 진출한 지 올해로 50주년을 맞았다. 이를 기념하기 위해 이날 행사에는 그레고 티센 스카발 회장을 비롯해 150여명의 업체 관계자들이 참석했다.김 대표는 ""양복시장은 앞으로도 커질 것""이라며 ""100년 앞을 내다보는 영국전문 종합 패션기업이 되는 게 목표""라고 말했다.

"
"김연아 디자인 참여한 한복, 英 <b>패션</b>쇼에","

런던 주영한국문화원 무대 올라타임스스퀘어 전광판서 화보도 공개



/문화체육관광부										‘피겨 여왕’ 김연아(32·사진)씨가 직접 디자인에 참여한 한복이 27일(현지 시각) 영국 패션쇼에 오른다.문화체육관광부는 “런던 주영한국문화원에서 열리는 ‘한복 패션쇼, 한복 웨이브’ 무대에서 김연아씨가 제작에 기여한 한복이 소개된다”며 “한류 연계 협업 콘텐츠 기획‧개발 사업의 일환으로 김연아의 개성과 이미지에 맞춘 한복을 처음 선보이는 자리”라고 밝혔다. 김연아는 한복 디자인과 화보 촬영에 참여했고, 국내 한복 기업 10곳이 김연아 맞춤형 한복 60벌을 만들었다.이번 패션쇼 영상은 영국 빅토리아앤드앨버트(V&A) 박물관에서 열리고 있는 한국 문화 전시 ‘한류! 코리안 웨이브’ 웹사이트에 게시될 예정이다. 김연아의 한복 화보 10장도 프랑스 패션 잡지 마리클레르에서 선보이고, 연말에는 미국 뉴욕 타임스스퀘어 전광판에서 한복 화보 영상을 공개할 계획이다.

"
"김연아가 디자인 참여한 한복, 런던 <b>패션</b>쇼 오른다","
 
(엑스포츠뉴스 김현정 기자) 전 피겨 스케이터 김연아가 직접 디자인 개발에 참여한 한복이 런던 패션쇼 무대에 오른다.문화체육관광부는 한국공예·디자인문화진흥원, 주영한국문화원과 함께 27일(현지시간) 런던 주영한국문화원에서 '한복 패션쇼, 한복 웨이브(Hanbok Wave)'를 열고 김연아와 협업한 한복을 무대에 올린다고 밝혔다.한복 업계 해외 판로 개척을 지원하는 사업의 일환으로 마련한 이번 한복 패션쇼에서는 김연아가 디자인 개발에 참여한 한복을 비롯해 한복기업 10곳이 김연아의 개성과 이미지를 반영해 새롭게 디자인한 60벌의 한복을 선보인다.문체부는 패션쇼 영상을 영국 빅토리아앤앨버트(V&A) 박물관에서 진행하는 '한류! 코리안 웨이브'(Hallyu! The Korean Wave) 전시 누리집에 게재한다. 프랑스 파리 매거진 마리끌레르는 김연아 한복 화보 10장을 공개한다.김연아 한복 화보 영상은 올 연말 미국 뉴욕 타임스퀘어 전광판을 통해 전파를 탄다.문화체육관광부 관계자는 “영국 옥스퍼드사전에 한복(Hanbok), 한류(Hallyu)가 등재된 것처럼 대중문화를 통해 해외에서 우리 옷 한복에 대한 관심이 높아지고 있다. 김연아 씨가 동참한 이번 행사로 더욱 많은 분들이 한복의 매력을 발견하고 한복 분야 기업이 세계로 뻗어나가길 기대한다”고 전했다.사진= 문화체육관광부
			"
"분홍 저고리·옥색 치마...김연아표 한복, 런던 <b>패션</b>쇼 오른다","

			  ‘피겨 여왕’ 김연아가 디자인 개발에 참여한 한복이 영국 런던 패션쇼 무대에 오른다.        문화체육관광부는 한국공예·디자인문화진흥원, 주영한국문화원과 함께 27일 오후 7시(현지시간) 런던 주영한국문화원에서 ‘한복 패션쇼, 한복 웨이브’를 열고 김연아와 협업한 한복을 선보인다고 밝혔다.        이번 패션쇼는 한복 업계 해외 판로 개척을 지원하는 사업의 일환으로 마련된다.        



전 피겨스케이팅 선수 김연아 한복 화보. 사진 문화체육관광부           김연아가 한복 디자인 개발과 화보 촬영에 참여하고 한복 기업 10곳이 김연아만의 특성을 살린 한복 60벌을 디자인했다.        문체부는 패션쇼 영상을 영국 빅토리아앤앨버트(V&A) 박물관에서 열리고 있는 ‘한류! 코리안 웨이브’(Hallyu! The Korean Wave) 전시 누리집에 게재한다.        김연아의 한복 화보 10장도 이날 프랑스 파리 패션지 마리끌레르를 통해 선보인다.        또 연말에는 미국 뉴욕 타임스스퀘어 전광판에 김연아 한복 화보 영상을 공개할 예정이다.    

"
"‘피겨 여왕’ 김연아가 디자인 개발 참여한 한복, 英 <b>패션</b>쇼 무대 오른다","

			        ‘피겨 여왕’ 김연아가 디자인 개발에 참여한 한복이 영국 런던에서 열리는 패션쇼 무대에 오른다.



문화체육관광부가 한국공예·디자인문화진흥원, 주영한국문화원과 함께 27일(현지 시각) 영국 런던에 있는 주영한국문화원에서 '한복 패션쇼, 한복 웨이브'를 열고, 김연아 씨가 직접 디자인 개발한 한복을 선보인다고 밝혔다. /문화체육관광부 제공        27일 문화체육관광부에 따르면 문체부는 한국공예·디자인문화진흥원, 주영한국문화원과 함께 이날 오후 7시(현지 시각) 런던 주영한국문화원에서 여는 ‘한복 패션쇼, 한복 웨이브’에서 김연아와 협업한 한복을 선보인다.이번 패션쇼는 한복 업계 해외 판로 개척을 지원하는 사업의 일환으로 마련된다. 김연아가 한복 디자인 개발과 화보 촬영에 참여하고, 한복 기업 10곳이 김연아만의 특성을 살린 한복 60벌을 디자인했다.문체부는 패션쇼 영상을 영국 빅토리아앤앨버트(V&A) 박물관에서 열리고 있는 ‘한류! 코리안 웨이브’(Hallyu! The Korean Wave) 전시 누리집에 게재할 예정이다.김연아의 한복 화보 10장은 이날 프랑스 파리 패션지 마리클레르를 통해 공개될 예정이며 연말에는 미국 뉴욕 타임스스퀘어 전광판에 김연아 한복 화보 영상을 공개할 예정이다.

"
김연아 디자인 한복 英 런던 <b>패션</b>쇼 오른다,"





김연아 한복 화보.<문화체육관광부 제공>     '피겨 퀸' 김연아가 디자인 개발에 참여한 한복이 영국 런던 패션쇼 무대에 오른다. 문화체육관광부는 한국공예·디자인문화진흥원, 주영한국문화원과 함께 27일 오후 7시(현지시간) 런던 주영한국문화원에서 '한복 패션쇼, 한복 웨이브'를 열고 김연아와 협업한 한복을 선보인다고 밝혔다. 이번 패션쇼는 한복 업계 해외 판로 개척을 지원하는 사업의 일환으로 마련됐다. 김연아가 한복 디자인 개발과 화보 촬영에 참여하고 한복 기업 10곳이 김연아만의 특성을 살린 한복 60벌을 디자인했다. 문체부는 패션쇼 영상을 영국 빅토리아앤앨버트 박물관에서 열리는 '한류! 코리안 웨이브'(Hallyu! The Korean Wave) 전시 누리집에 게재한다. 김연아의 한복 화보 10장도 이날 프랑스 파리 패션지 마리클레르를 통해 선보인다. 연말에는 미국 뉴욕 타임스스퀘어 전광판에 김연아 한복 화보 영상을 공개할 예정이다.   
		
"
"김연아 디자인 참여한 한복, 런던 <b>패션</b>쇼 무대 오른다","





김연아 한복 [문체부 제공][헤럴드경제=조범자 기자] ‘피겨여왕’ 김연아가 직접 디자인 개발에 참여한 한복이 런던 패션쇼 무대에 오른다.문화체육관광부는 한국공예·디자인문화진흥원, 주영한국문화원과 함께 27일(현지시간) 런던 주영한국문화원에서 '한복 패션쇼, 한복 웨이브(Hanbok Wave)'를 열고 김연아와 협업한 한복을 무대에 올린다고 밝혔다.한복 업계 해외 판로 개척을 지원하는 사업의 일환으로 마련된 이번 한복 패션쇼에서는 김연아가 디자인 개발에 참여한 한복을 비롯해, 한복기업 10곳이 김연아의 개성과 이미지를 반영해 새롭게 디자인한 60벌의 한복을 선보인다.



[문체부 제공]문체부는 패션쇼 영상을 영국 빅토리아앤앨버트(V&A) 박물관에서 열리고 있는 '한류! 코리안 웨이브'(Hallyu! The Korean Wave) 전시 누리집에 게재하며, 김연아 한복 화보 10장도 이날 프랑스 파리 패션지 마리클레르를 통해 선보인다.또 김연아 한복화보 영상은 올 연말 미국 뉴욕 타임스퀘어 전광판을 통해 팬들과 만날 예정이다.문체부 관계자는 “영국 옥스퍼드사전에 한복(Hanbok), 한류(Hallyu)가 등재된 것처럼 대중문화를 통해 해외에서 우리 옷 한복에 대한 관심이 높아지고 있다""며 ""김연아 씨가 동참한 이번 행사로 더욱 많은 분들이 한복의 매력을 발견하고 한복 분야 기업이 세계로 뻗어나가길 기대한다”고 밝혔다.

"
레드벨벳 슬기 ‘<b>영국</b> 가기 딱 좋은 공항<b>패션</b>’[포토엔HD],"
 
[인천공항(영종도)=뉴스엔 지수진 기자] 레드벨벳(Red Velvet) 멤버 슬기가 7월 27일 오전 인천 중구 운서동 인천국제공항 제 2여객터미널을 통해 영국 런던에서 열리는 'MIK festival in London' 일정에 참석하기 위해 영국 런던으로 출국하고 있다.
"
"국격 보여준 김건희 여사 조문 <b>패션</b>, ‘검은 베일’ 포인트","

英, 무릎까지 닿는 검은색 드레스에 머리 휘장 착용해야검은 베일 달린 패시네이트에 NO 악세서리英 왕실, 패시네이트 패션 애착템[이데일리 김화빈 기자] 윤석열 대통령 내외를 비롯해 전세계 주요국 정상과 왕족 등 500명의 귀빈 포함 약 2000명이 19일(현지시간) 엘리자베스 2세 영국 여왕 장례식에 참석했다.



윤석열 대통령과 김건희 여사가 웨스트민스터 사원에서 열린 엘리자베스 2세 여왕 국장에 참석하는 모습 (사진=뉴스1)부인 김건희 여사는 검은색 정장 원피스에 검은색 신발과 클러치를 선택해 ‘절제된 조문외교’ 패션을 선보였다. 검은 망사 베일이 둘러진 ‘패시네이터’는 포인트가 됐다. 가슴에는 태극기 배지를 달았다. TPO를 고려해 악세사리는 착용하지 않았다. 영국에선 애도기간 동안 여성의 경우 무릎까지 내려오는 검은색 드레스에 머리 휘장이나 모자를 착용해야 한다. 김 여사의 드레스는 이러한 에티켓을 준수한 복장이다.



엘리자베스 2세 여왕 국장에 참석하는 윤석열 대통령 내외 (사진=뉴시스)김 여사가 택한 패시네이터는 주로 공식 석상에서 영국 왕실 여성들이 많이 착용한다. 패시네이터는 비스듬히 눌러 쓰거나 핀으로 고정해 착용하는 머리장식이다. 생전 엘리자베스2세 여왕은 공식행사에서 무릎 아래까지 오는 정장치마에 패시네이터와 장갑, 스카프. 핸드백을 착용했다. 케이트 미들턴 왕세손비는 무더운 여름날에도 원피스와 패시네이터 색을 맞춰 착용한다. 패시네이터는 영국 왕실에서 즐겨 찾는 패션 아이템이다.



산드리 오의 장례식 참석 옷차림 (사진=인스타그램)일각에선 검은 베일이 달린 김 여사의 패시네이터를 두고 ‘검은 베일’은 군주 장례식에서 왕실 여성만 착용하는 아이템이라는 비판이 나왔다.그러나 장례식에 참석한 다수의 여성들이 블랙 베일을 착용해 작고한 여왕을 향해 애도를 표했다. 지난 1982년 모나코의 그레이스 왕비 장례식에서도 왕실 뿐만 아니라 다수의 여성이 검은색 베일을 써 애도했다. 캐나다 국민훈장(Order of Canada) 수훈자 자격으로 장례식에 참석한 한국계 캐나다 배우로 유명한 산드라 오(한국명 오미주) 역시 검은색 패시네이터를 착용했다.한편 윤 대통령은 찰스 3세에게 “자유와 평화의 수호자로 평생 헌신한 여왕을 잊을 수 없을 것”이라며 애도했다. 추모글에선 “여왕과 동시대를 공유할 수 있어 영광이었다. 깊은 애도를 표한다”고 적었다. 당초 윤 대통령은 리셉션에 앞서 한국전 참전 기념비에 헌화한 뒤 웨스트민스터 사원을 찾아 조문할 계획이었으나 현지 교통 문제로 장례식에만 참석했다.

"
"[문화연예 플러스] &quot;&apos;김연아 한복&apos;, 런던 <b>패션</b>쇼 오르다&quot;","

				
				[뉴스투데이]'피겨여왕' 김연아가 디자인에 참여한 한복이 영국 런던 패션쇼에 올랐습니다. 런던 주영한국문화원에서 열리는 이번 패션쇼는 한복업계의 해외 판로 개척을 지원하고자 마련됐는데요. 김연아가 직접 디자인 개발과 화보 촬영에 참여하고 국내 한복 기업 10곳이 김연아의 이미지에 맞춰 제작했는데요. 패션쇼 영상은 세계 최대규모 예술 박물관인 영국 빅토리아 앤 앨버트의 한류 전시 홈페이지에 게재된다고 합니다.MBC 뉴스는 24시간 여러분의 제보를 기다립니다. ▷ 전화 02-784-4000▷ 이메일 mbcjebo@mbc.co.kr▷ 카카오톡 @mbc제보
"
"김연아 ‘디자인 참여’ 한복, 英 <b>패션</b>쇼 오른다","





사진=문화체육관광부 제공'피겨여왕' 김연아가 디자인 개발에 참여한 한복이 영국 런던 패션쇼 무대에 오릅니다.문화체육관광부는 한국공예·디자인문화진흥원, 주영한국문화원과 함께 현지시간 27일 오후 7시 런던 주영한국문화원에서 '한복 패션쇼, 한복 웨이브'를 열고 김연아와 협업한 한복을 선보인다고 밝혔습니다.이번 한복 패션쇼는 '한복 분야 한류 연계 협업콘텐츠 기획‧개발' 사업의 일환으로 마련됐으며, 김연아는 한복 디자인 개발과 화보 촬영에 참여했습니다.문체부는 ""영국 옥스퍼드사전에 한복(Hanbok), 한류(Hallyu)가 등재된 것처럼, 대중문화를 통해 해외에서 우리 옷 한복에 대한 관심이 높아지고 있다""며 ""김연아 씨가 동참한 이번 행사로 더 많은 이들이 한복의 매력을 발견하고 한복 분야 기업이 세계로 뻗어나가길 기대한다""고 밝혔습니다.

"
"분홍 저고리·옥색 치마… 김연아 디자인 한복, 런던 <b>패션</b>쇼 선다","





김연아가 직접 디자인 개발에 참여한 한복을 입고 포즈를 취했다. 문화체육관광부 제공'피겨 여왕' 김연아가 디자인에 참여한 한복이 영국 런던에서 소개된다. 문화체육관광부와 한국공예디자인문화진흥원은 27일(현지시간) 런던 주영한국문화원에서 '한복 패션쇼, 한복 웨이브'를 연다. 한복 업계의 해외 판로 개척을 돕고자 한류 문화예술인과의 협업을 지원하는 차원에서 진행하는 행사다.올해는 김연아가 한복 디자인 개발과 화보 촬영에 참여했다. 금의재, 기로에, 리브담연, 모리노리, 시지엔 이, 이영애우리옷, 하플리, 혜미바이사임당, 혜온, 혜윰한복 등 한복 기업 10곳이 김연아의 개성과 이미지에 맞춘 한복 60벌을 선보인다. 패션쇼 영상은 영국 빅토리아 앤 앨버트 박물관의 '한류! 더 코리안 웨이브' 전시 웹사이트에도 게재된다.김연아의 한복은 프랑스 패션 매체 마리클레르의 화보로도 공개된다. 연말에는 미국 뉴욕 타임스퀘어 브로드웨이에 있는 전광판을 통해서도 김연아의 한복 화보 영상을 선보일 예정이다.

"
[포토] 런던 <b>패션</b> 위크… ‘유니언 잭’ <b>패션</b>,"





모델들이 16일(현지시간) 영국 런던에서 열린 런던 패션 위크 둘째 날 열린 패션쇼에서 영국 디자이너 포스터 걸의 작품을 선보이고 있다.AFP 연합뉴스모델이 16일(현지시간) 영국 런던에서 열린 런던 패션 위크 둘째 날 열린 패션쇼에서 영국 디자이너 포스터 걸의 작품을 선보이고 있다.런던 패션 위크는 뉴욕 패션 위크, 밀라노 패션 위크, 파리 패션 위크와 함께 ‘4대 패션 위크’ 중 하나이다.

"
"제시, 런던이 깜짝 놀란 망사<b>패션</b>…가슴에 구멍이 숭숭 뚫렸어","
 
 
 
 
[마이데일리 = 이승길 기자] 가수 제시가 영국 런던에서 파격 패션을 선보였다.제시는 13일 자신의 계정에 ""사랑해요 런던""이란 글과 함께 사진을 업로드했다.공개된 사진 속 제시는 런던 시민들 앞에서 열정적인 무대를 선보이고 있다. 사진 속 제시의 과감한 의상이 시선을 사로잡는다.제시는 지난 4월 디지털 싱글 '줌(ZOOM)'을 발매하고 활동한 바 있다.[사진 = 제시 계정](이승길 기자 winnings@mydaily.co.kr)
"
"배정남, 휴 그랜트 만나러 <b>영국</b>에? <b>패션</b> 하나는 기가 막히네","
 
  배정남 SNS[OSEN=박판석 기자] 배우 배정남이 영국으로 여행을 떠났다.배정남은 지난 23일 자신의 SNS에 ""휴그랜트 행님 보러왔디만 오늘 쉬는날인가 안계시네잉~ #노팅힐""이라는 글과 함께 사진을 공개했다.배정남은 휴 그랜트가 출연한 영화 '노팅힐'의 배경이 된 노팅힐 서점 앞에서 인증샷을 남긴 것. 검은색 재킷과 하의 그리고 구두와 흰색 셔츠를 입은 배정남의 여유로운 모습이 멋지다.배정남은 지난달 방영된 '편먹고 공치리'에 출연했다./pps2014@osen.co.kr
"
