제목,내용
"ABC마트, 나이키 &apos;에어맥스 펄스&apos; <b>여름</b> 스타일링 화보 공개","

3월부터 진행 중인 나이키 협업 캠페인 일환



ABC마트 나이키 '에어맥스 펄스' 여름 스타일링 화보.(ABC마트제공)(서울=뉴스1) 김진희 기자 = ABC마트는 3월 나이키 시그니처 에어맥스의 탄생을 기념하는 '에어맥스 데이'를 맞아 나이키와 함께 캠페인을 시작했다고 31일 밝혔다.모든 가능성을 최대로 끌어올린다는 의미의 'MAXXED OUT'을 주제로 디지털, 패션, 문화 등이 어우러져 새로운 쇼핑 경험을 선사하는 매장인 ABC마트 그랜드 스테이지에서 개성 넘치는 스타일링을 선보이고 있다.이번 화보는 올해 에어맥스 데이에 출시된 신상품 에어맥스 펄스를 활용해 다채로운 여름 스타일링을 제안한다. 에어맥스 펄스는 세련되면서도 특유의 와일드한 느낌을 살려 스트릿 감성을 더한 것이 특징이다. 로드 에어 쿠셔닝을 적용해 우수한 탄성과 착화감을 자랑한다. 일상과 아웃도어의 경계를 넘나드는 디자인과 기능성을 갖춘 만큼 이번 화보에서도 젠더리스, 스포티와 포멀 등 상반되는 요소들을 믹스매치한 스타일로 무한한 가능성인 MAXXED OUT을 표현했다. ABC마트와 나이키가 협업한 에어맥스 펄스 여름 스타일링 화보는 ABC마트 그랜드 스테이지 매장을 비롯해 공식 홈페이지, 공식 인스타그램 등에서 확인할 수 있다.ABC마트 관계자는 ""올여름 '무한한' 스타일링 방법을 제안하기 위해 나이키와 손잡고 여름 화보를 선보이게 됐다""며 ""ABC마트 그랜드 스테이지와 나이키 매장 및 공식 온라인 스토어에서만 만나볼 수 있는 에어맥스 펄스로 트렌디한 썸머룩을 연출해 보시길 바란다""고 말했다.
		
"
"쿠팡, 6월 <b>패션</b>위크 진행...최대 80%↓","

6월 4일까지 진행...180여개 브랜드 참여쿠팡이 6월 패션위크를 통해 빠르게 찾아온 무더위를 대비해 트렌디한 여름 스타일링 아이템을 선보인다고 30일 밝혔다.29일부터 6월 4일까지 진행되는 이번 행사에선 약 180여개 브랜드가 참여해 1만3천500여개 상품을 최대 80% 할인한다. 패션위크는 쿠팡이 매달 첫 주 시즌에 맞는 테마를 선정해 진행하는 주간 할인 이벤트로, 최신 패션 트렌드가 반영된 아이템을 합리적인 가격에 만나볼 수 있다.6월 패션위크에서는 본격적인 연휴·여름 휴가철을 앞두고 여름 스타일링 가이드를 테마로 의류, 슈즈, 가방, 액세서리, 키즈 의류·잡화 등 다양한 카테고리 아이템을 준비했다.



6월 패션위크대표 브랜드로는 나이키, 아디다스, 뉴발란스, 타미힐피거, 라코스테, 휠라, 캘빈클라인 언더웨어 등이 참여한다. 주요 상품으로는 ▲아디다스 스웨트 쇼츠를 50% 할인 가격에 ▲ 언더아머 백팩을 68% 할인 가격에 판매한다. ▲캘빈클라인 언더웨어 남성 속옷 ▲씨 펀칭 니트 원피스도 각각 10%, 80% 할인 가격에 선보인다.또 트렌디한 가방과 신발을 한 눈에 볼 수 있는 데일리 백 트렌드 BEST 3, 인기 슈즈 스타일링 TIP 코너까지 구성해 고객 편의를 높였다.쿠팡 관계자는 “쿠팡의 패션위크는 시즌에 맞는 트렌디한 아이템을 합리적인 가격에 만나볼 수 있어 고객들에게 큰 호응을 얻고 있는 행사”라며 “빠르게 찾아온 여름과 함께 본격적인 연휴 및 휴가를 앞두고 있다면, 쿠팡이 제안하는 여름 스타일링 아이템과 함께 트렌디한 룩을 완성해보길 바란다”고 말했다.

"
"쿠팡, &apos;6월 <b>패션</b>위크&apos; 진행…최대 80% 할인","





ⓒ쿠팡[데일리안 = 이나영 기자] 쿠팡은 내달 4일까지 '6월 패션 위크'를 통해 빠르게 찾아온 무더위를 대비해 트렌디한 여름 스타일링 아이템을 선보인다고 30일 밝혔다.패션위크는 쿠팡이 매달 첫 주에 시즌에 맞는 테마를 선정해 진행하는 주간 할인 이벤트로, 최신 패션 트렌드가 반영된 아이템을 합리적인 가격에 만나볼 수 있다.이번 6월 패션위크에서는 본격적인 연휴 및 여름 휴가철을 앞두고 여름 스타일링 가이드를 테마로 의류, 슈즈, 가방, 액세서리, 키즈 의류 및 잡화 등 다양한 카테고리의 아이템을 준비했다.대표 브랜드로는 나이키, 아디다스, 뉴발란스, 타미힐피거, 라코스테, 휠라, 캘빈클라인 언더웨어 등이 참여한다.주요 상품으로는 ▲아디다스 스웨트 쇼츠를 50% 할인 가격에▲ 언더아머 백팩을 68% 할인 가격에 판매한다. ▲캘빈클라인 언더웨어 남성 속옷 ▲씨 펀칭 니트 원피스도 각각 10%, 80% 할인 가격에 선보인다.또 트렌디한 가방과 신발을 한 눈에 볼 수 있는 ‘데일리 백 트렌드BEST 3’, ‘인기 슈즈 스타일링TIP’ 코너까지 구성해 고객 편의를 높였다.쿠팡 관계자는 “쿠팡의 패션위크는 시즌에 맞는 트렌디한 아이템을 합리적인 가격에 만나볼 수 있어 고객들에게 큰 호응을 얻고 있는 행사”라며 “빠르게 찾아온 여름과 함께 본격적인 연휴 및 휴가를 앞두고 있다면 쿠팡이 제안하는 여름 스타일링 아이템과 함께 트렌디한 룩을 완성해보길 바란다”고 말했다.
		
"
"최병오 <b>패션</b>그룹형지 회장, ‘쿨코리아 챌린지’ 시작","

에너지 절약 릴레이 캠페인최병오 패션그룹형지 회장이 올 여름 간편한 근무복을 입자는 ‘쿨 코리아 챌린지’를 시작했다.30일 형지에 따르면 이 챌린지는 형지와 한국에너지공단이 벌이고 있는 ‘쿨 코리아 에너지 절약 국민 캠페인’ 확산을 위해 각계 리더들이 국민들의 참여를 호소하는 릴레이 이벤트다.최 회장은 이날 소셜미디어에 게시한 영상을 통해 “시원한 옷만 입어도 체감 온도를 2~3도 낮춰 에어컨 사용량을 줄일 수 있다”며 “리더들이 앞장서 간편복을 입고 모범을 보이면 확산 속도가 빨라질 것”이라고 강조했다.최 회장은 △최열 환경재단 이사장 △김영환 충북도지사 △안병덕 코오롱 부회장 △이원덕 우리은행장 △이상훈 한국에너지공단 이사장 △김진용 인천경제자유구역청장 등을 다음 릴레이 주자로 지명했다.지명받은 리더들은 1주일 이내에 간편복을 입고 캠페인 참여를 호소하는 사진 또는 동영상을 촬영해 소셜미디어, 홈페이지 등에 게시하면서, 챌린지를 이어갈 다음 리더를 3명 이상 지명하면 된다.



 최병오 패션그룹형지 회장이 쿨코리아 챌린지를 하고 있다.<패션그룹형지>

"
"NS홈쇼핑, NS샵플러스서 <b>여름패션</b> 모아 &apos;핫앤쿨&apos; 특집전","





NS홈쇼핑은 자사 티커머스 채널 NS샵플러스에서 시원한 소재와 편안한 디자인이 적용된 여름 패션 상품들을 모은 '핫앤쿨' 특집전을 실시한다고 26일 밝혔다.오는 27일부터 29일까지 진행되는 특집전에서는 '로질리 에어리 블라우스 4종 세트', '오아로 컷트지 블라우스 4종', 골프웨어 '커터앤벅 베이스 레이어 4종' 등 제품의 방송을 만나볼 수 있다.행사 기간동안 구매자를 대상으로 적립금 1만5,000원을 주는 이벤트도 진행한다.'핫앤쿨'특집전 패션 잡화를 최종 실 결제 금액 기준 15만 원이상 구매하면 자동으로 응모된다.NS홈쇼핑 관계자는 ""적립금 혜택까지 시원한 NS샵플러스 '핫앤쿨' 특집전에서 여름 패션 상품도 장만하시고 즐거운 여름을 맞이 하시길 바란다""고 말했다.

"
11번가 &quot;<b>패션</b>부터 리빙까지 <b>여름</b> 인기 상품 특가에&quot;,"





11번가 썸머 프리뷰(사진=11번가 제공) *재판매 및 DB 금지[서울=뉴시스]박미선 기자 = 11번가가 본격적인 여름에 앞서 '초특가로 여름 미리보기! 썸머 프리뷰' 프로모션을 실시한다고 23일 밝혔다. 때 이른 더위 속에서 미리 구매해두면 좋을 여름철 인기 상품을 특가에 선보이는 행사다.11번가에 따르면 이달(1~21일) '민소매 원피스'의 결제거래액이 전월 대비 5배(422%) 이상 상승했고, '선파우더·쿠션'은 220%, 제습기와 선풍기는 각각 286%, 307%씩 증가하는 등 최근 여름 상품의 구매 수요가 늘고 있다.11번가는 '썸머 프리뷰'를 통해 다음달 4일까지 패션·뷰티(~24일), 레저·스포츠(25~28일), 리빙(29~31일), 계절가전(6월1~4일) 등 카테고리별 여름 상품을 차례로 선보인다.11번가는 '썸머 프리뷰' 기간 각 상품군에 따라 할인쿠폰을 차례로 제공해 24일까지는 '패션·뷰티' 전용 '3000원 장바구니 할인쿠폰'(3만원 이상 구매 시)을 발급한다.

"
&quot;올<b>여름</b> 수영복 뭐 입을래?&quot; 화려한 색감 모노키니 인기,"





무신사, 여성 패션 수영복 거래액 2배 증가··· “올여름엔 과감한 프린팅과 모노키니 인기”(사진=무신사 제공) *재판매 및 DB 금지[서울=뉴시스]박미선 기자 = 한여름도 아닌데 수영복이 불티나게 팔린다. 엔데믹에 해외여행을 떠나는 사람들이 많아지며 본격적인 여름이 시작되기도 전 수영복을 찾는 수요가 높아진 것이다. 실제 온라인 커뮤니티에는 최근 유행하는 수영복 오픈런(가게 문이 열리자마자 뛰어가 구매하는 행위)에 성공했다는 글이 오르내리고, 수영복 쇼핑 인증 사진도 눈에 띄게 늘고 있다. 29일 유통업계에 따르면 4~5월 수영복 수요가 크게 뛰었다. 신세계인터내셔날이 운영하는 쇼핑몰 에스아이빌리지에 따르면 4월부터 이달 24일까지 수영복 매출이 전년 동기 대비 5배(463.4%) 신장했다. 무신사 스토어에서는 최근 2주간(8일~21) 여성 패션 수영복 거래액이 직전 2주간(4월 24일~5월 7일) 대비 2배가량 증가했다. 올여름 여성 패션 수영복 트렌드는 과감한 프린팅, 화려한 패턴을 더한 모노키니가 이끌고 있다. 모노키니는 상하의가 하나로 이어져 배를 가리는 형태의 수영복 디자인이다.



[서울=뉴시스] 박미선 기자=서울 송파구 잠실에 있는 롯데월드몰 내 수영복 편집숍 '멀티풀' 매장의 모습. *재판매 및 DB 금지최근 수영복 오픈런을 불러온 미국 캘리포니아 브랜드 '졸린'의 대표 제품 역시 모노키니 스타일로, 화려한 색감이 특징이다. 졸린 수영복은 서울 송파구 잠실에 있는 롯데월드몰과 대전 갤러리아백화점 타임월드점에 있는 수영복 편집숍 '멀티풀'에 입점돼 있는데 이를 구하기 위한 오픈런이 이어지며 매장 앞에는 '현장 대기줄' 간판이 있을 정도다. 멀티풀에는  호주 수영복 브랜드 '씨폴리', 실내 수영복 브랜드 '스피도' 등도 입점돼 있다. '마르디 메크르디'도 최근 워터스포츠 브랜드 '아레나'와 손잡고 수영복 컬렉션을 선보였는데 메인 아이템은 모노키니 스타일로, 수영복 전면에 시그니처 꽃 그래픽이 프린트된 것이 특징이다. 해당 제품은 무신사에서 단독 발매했는데 발매 직후 무신사 스토어 실시간 상품 랭킹에 오르며 화제를 모았다.친환경 스윔웨어 브랜드 '딜라잇풀'도 이색적인 패턴과 선명한 색감이 특징인 브랜드로, 최근 오렌지와 체커보드 디자인을 결합한 '오렌지 체커' 수영복을 출시해 화려한 수영복 출시 열기를 이어갔다.



마르디 메크르디 수영복 사진(사진=마르디 메크르디  제공) *재판매 및 DB 금지

"
"&quot;갑자기 떠난 여행&quot;…경리, 날씨는 쿨해도 <b>패션</b>은 핫하네","
				
				
				그룹 나인뮤지스 출신 배우 경리가 여행 중 근황을 공개했다. 
사진=경리 인스타그램 지난 31일 경리는 자신의 인스타그램에 ""갑자기 떠난 여행 1. 추웠다 2. 양양은 화, 수 거의 휴무 3. 사람이 없다(ㅋㅋ) 핫한 여름에 다시 오자..""라며 사진 여러 장을 게재했다. 
사진=경리 인스타그램 사진 속 경리는 강원도 양양 해변가에서 다양한 포즈를 취하고 있다.경리는 사이드 슬릿 디테일의 브라운 튜브톱에 루즈핏 아이보리 팬츠를 입고, 화이트 셔츠를 살짝 걸쳐 멋스러운 비치룩을 선보였다. 특히 그녀는 매끈한 쇄골 라인과 직각 어깨를 드러내 시선을 사로잡았다. 
사진=경리 인스타그램 한편, 경리는 2012년 나인뮤지스로 데뷔했으며, 2019년 그룹 해체 후에는 배우로 전향했다.
"
"최병오 <b>패션</b>그룹형지 회장, &apos;쿨 코리아 캠페인&apos; 챌린지","





최병오 패션그룹형지 회장이 냉감 의류를 착용하고 ‘쿨 코리아’ 캠페인의 시작을 알리고 있다. 사진 제공=패션그룹형지[서울경제] 패션그룹형지가 한국에너지공단과 함께 ‘쿨 코리아 에너지 절약 국민 캠페인’을 시작한다고 30일 밝혔다.냉감 의류를 착용한 최병오(사진) 패션그룹형지 회장은 이날 소셜네트워크서비스(SNS)에 게재한 영상에서 “시원한 옷만 입어도 체감온도를 2~3도 낮춰 에어컨 사용량을 줄일 수 있다”고 밝혔다. 이번 캠페인은 ‘시원하게 입고 멋진 나라를’이라는 슬로건 아래 올여름 전국 회사와 학교·단체·관공서에서 근무복을 간편하게 입어 에어컨 사용량을 줄이자는 취지에서 기획됐다.

"
"이른 더위에 장마 <b>패션</b> 인기, LF몰 레인부츠 검색량 2배 증가","





/사진제공=LF생활문화기업 LF가 이른 더위에 레인부츠 등 장마 패션에 대한 관심이 높아졌다고 밝혔다. LF몰의 이번 달 레인부츠 키워드 검색량은 전년 대비 26배, 전월 대비 6배 급증했다. 인기 검색어 상위에도 레인부츠, 핏플랍 등 여름 슈즈 관련 키워드가 올랐다. LF가 수입·판매하는 바버(Barbour)가 봄·여름 시즌 국내에 출시한 레인부츠는 전월 대비 이번 달 매출이 3배 이상 증가했다. LF 풋웨어 사업부 관계자는 ""핏플랍 레인부츠는 이달 들어 판매량이 예상 대비 350% 웃돌아 시즌 종료 이전에 재고가 소진될 것""이라며 ""올해 장마가 유난히 길어진다는 소식에 고객들이 미리 장마 준비에 나선 것으로 보인다""고 말했다. 레인부츠 대신 가볍게 신을 수 있는 EVA 고무 소재의 러버(Rubber) 슈즈도 인기다. 미국 어반 아웃도어 슈즈 킨(KEEN)의 샨티(Shanti), 요기(Yogui) 등 고무 소재의 슬라이드 슬리퍼는 5월 들어 매출이 전년 대비 2배, 전월 대비 80% 증가했다. 헤지스골프가 출시한 레인 후드도 인기를 끌고 있다. 가벼운 무게의 후드 점퍼 스타일 레인 재킷이다. 우천 라운딩 시 걸리적거림 없이 스윙에 집중할 수 있고, 파우치에 넣어 다닐 수 있다. 닥스골프도 탈부착 후드가 달린 레인 재킷을 새로운 디자인으로 출시했다. LF몰은 여름을 맞이해 다음 달 6일까지 '핏플랍 브랜드 데이'를 연다. 레인부츠, 키즈샌들을 포함해 핏플랍의 대표 그라시에 샌들, 슬라이드 등 280여종 상품을 최대 23% 할인 판매한다. 핏플랍 비치백 증정 이벤트도 선보인다. 

"
"벌써 <b>여름</b>?…무신사, 수영복 판매 2배 급증","

기사내용 요약올 여름엔 과감한 프린팅 수영복·모노키니 인기



(사진=무신사 제공) *재판매 및 DB 금지[서울=뉴시스] 이혜원 기자 = 본격적인 휴가철을 앞두고 무신사 스토어에서 여성 수영복 판매량이 큰 폭으로 증가한 것으로 나타났다.무신사는 지난 2주간 무신사 스토어 상품 거래액을 분석한 결과, 여성 패션 수영복 카테고리 거래액이 직전 동기간 대비 2배가량 증가했다고 23일 밝혔다. 패션 수영복은 해변, 워터파크, 야외 수영장 등 실외에서 주로 착용하는 여성 수영복을 포함한다.전체 수영복 카테고리 가운데에서도 특히 여성 수영복의 판매가 두드러졌다. 같은 기간 남성 상하의, 래시가드, 스포츠용 등을 포함한 전체 수영복은 약 47% 증가했다.올여름 여성 패션 수영복 트렌드는 과감한 프린팅이나 화려한 패턴을 더한 모노키니가 이끌고 있다. 모노키니는 상하의가 하나로 이어져 배를 가리는 형태의 수영복 디자인이다. 그중에서도 커다란 그림이나 실사 사진으로 포인트를 더한 모노키니가 인기를 얻으며 패션 수영복 거래액 상승을 견인했다.대표적으로 친환경 스윔웨어 브랜드 '딜라잇풀'이 선보인 이색적인 패턴과 선명한 색감의 제품이 눈에 띈다. 딜라잇풀이 발매한 '오렌지 체커' 수영복은 오렌지와 체커보드 디자인을 결합한 경쾌한 패턴이 특징으로, 한 달간 상품 페이지 누적 조회수가 6000회에 달할 만큼 인기를 얻으며 탄탄한 마니아층을 형성했다.유명 작가의 작품을 그대로 담은 수영복도 인기다. 스트릿 무드를 지향하는 브랜드 '타입서비스'는 스페인 출신 인기 사진작가 '요시고(Yosigo)'와 협업한 휴양지 아이템을 한정 출시했다. 수영복, 수영모, 비치타월 등으로 구성된 협업 컬렉션은 여름 풍경을 담은 요시고 작가의 작품을 전면 프린팅한 것이 특징이다.

"
"티몬, 뷰티 맞짱데이 통해 <b>여름</b>필수 화장품 55% 할인","





티몬 뷰티 로드샵 맞짱데이 포스터. 사진|티몬[스포츠서울 | 김효원기자] 티몬이 30일부터 3일간 ‘뷰티 맞짱데이’ 프로모션을 통해 뷰티 아이템을 55%까지 할인한다.‘뷰티 맞짱데이’가 진행되는 3일간 매일 다른 콘셉트로 할인 아이템을 선정한다. 30일은 로드샵 브랜드 특집, 31일은 선케어 아이템, 6월 1일은 쿠션 상품이 중심으로 진행돼 필요한 아이템을 할인할 때 골라 쇼핑할 수 있게 했다.미샤, 에뛰드, 클리오, 닥터지, 조성아, 헤라 등 20여개 인기 브랜드를 저렴하게 구입할 수 있는 기회다. 또, 3일간 매일 오후 7시에는 데일리 대표 상품 3개를 엄선해 ‘티몬플레이’ 라이브 방송을 펼친다.특히 여름철에 필수 아이템인 선크림, UV쿠션, 미스트쿠션 등을 중심으로 구성해 요긴하다. 티몬이 자체 조사한 결과 티몬에서 최근 한달(4월 25일~5월 25일) 간 선크림, 선쿠션 등 자외선차단 아이템 매출이 119% 증가했다.이정민 티몬 패션&뷰티사업본부장은 “본격적인 여름을 앞두고 고객들이 많이 찾는 상품을 위주로 릴레이 할인 기획전을 준비했다”며 “인기 브랜드와 협업을 계속 늘려가 더 풍성한 혜택을 제공하도록 노력하겠다”고 말했다.eggroll@sportsseoul.com

"
"[<b>패션</b>뉴스] 워머스트 치엘로, 소녀 감성 더해줄 서머 컬렉션 출시","





워머스트 치엘로(W.CIELO)에서 2023 서머 컬렉션을 출시한다.워머스트 치엘로의 이번 2023 서머 컬렉션은 브랜드가 추구하는 자연스러움을 모티브로 일상 속의 일탈, 내면의 소녀적 감성을 이끌어 자연스러운 아름다움을 담아냈다.이번 컬렉션은 봄 시즌부터 꾸준하게 선보이는 데님 자켓과 스커트, 니트 등의 아이템을 베이직하고 웨어러블한 디자인에 다채로운 컬러를 입혀 전체적인 제품 구성을 경쾌한 컬러 플레이로 풀어낸 것이 특징이다.더불어, 워머스트 치엘로는 터키 및 이태리 등 국내에서는 보기 힘든 고급스러운 원단을 사용하여 매 시즌 질리지 않는 디자인의 완성도 높은 스타일을 제시하고 있으며 점차 라인업도 확장 시킬 예정이다.브랜드 관계자는 ""다가 올 여름을 맞아 워머스트 치엘로만의 감성이 담긴 다채로운 아이템들로 일상 속에서 행복감을 느끼길 바란다""라고 전했다.(사진=워머스트 치엘로)

"
"최병오 <b>패션</b>그룹형지 회장, &apos;쿨 코리아 챌린지&apos; 시작","





최병오 패션그룹형지 회장이 냉감 의류를 착용하고 '쿨 코리아' 캠페인 시작을 알리고 있다. /사진 제공=패션그룹형지[서울경제] 패션그룹형지는 한국에너지공단과 함께 '쿨 코리아 에너지 절약 국민 캠페인'을 시작한다고 30일 밝혔다.해당 캠페인은 '시원하게 입고 멋진 나라를'이라는 슬로건 아래 올 여름 전국 회사와 학교, 단체, 관공서에서 근무복을 간편하게 입어 에어컨 사용량을 줄이자는 취지에서 기획됐다.냉감 의류를 착용한 최병오 패션그룹형지 회장은 이날 소셜네트워크서비스(SNS)에 게재한 영상에서 ""시원한 옷만 입어도 체감 온도를 2~3도 낮춰 에어컨 사용량을 줄일 수 있다""며 캠페인의 시작을 알렸다.이어 다음 캠페인 릴레이 주자로 최열 환경재단 이사장과 김영환 충북도지사, 안병덕 코오롱 부회장, 이원덕 우리은행장, 이상훈 한국에너지공단 이사장, 김진용 인천경제자유구역청장 등을 지목했다.

"
"[현장영상] &quot;<b>여름</b>을 입었다&quot;...슈가, 바캉스 <b>패션</b>","
 
'방탄소년단(BTS)' 슈가가 시원해 보이는 여름 공항패션을 선보였다.슈가가 솔로 월드투어 콘서트를 위해 31일 오전 김포국제공항 국제선을 통해 일본으로 출국했다.이날 슈가는 올블랙 상하의 의상에 포인트로 바캉스 셔츠를 매치해 화사한 모습을 보여줬다.
"
"티몬, <b>여름</b> 선케어 아이템 할인 판매","

'뷰티 맞짱데이' 행사...100여개 상품 할인티몬이 30일부터 3일간 ‘뷰티 맞짱데이' 행사를 열고 여름 시즌 필요한 뷰티 아이템을 최대 55% 할인 판매한다.뷰티 맞짱데이는 3일간 매일 다른 콘셉트로 진행된다. 30일은 로드샵 브랜드 특집, 31일은 선케어 아이템, 6월 1일은 쿠션 상품이 중심이다. 특히 무더운 여름을 앞두고 선크림, UV쿠션, 미스트쿠션 등 수요가 높은 상품 위주로 구성했다.미샤, 에뛰드, 클리오, 닥터지, 조성아, 헤라 등 20여개 인기 브랜드가 총출동해, 3일간 100여개 핵심 상품들을 특가판매한다. 또 3일간 매일 오후 7시에는 데일리 대표 상품 3개를 엄선해 ‘티몬플레이’ 라이브 방송을 진행하며, 특별한 쇼핑 기만 전한다.



티몬 뷰티 맞짱데이대표 상품으로 ▲에뛰드 플레이 컬러 아이즈(30일 오픈) ▲셀퓨전씨 레이저 선스크린(31일 오픈) ▲에이지투웨니스 에센스팩트(1일 오픈) 등을 판매 예정이다.티몬 이정민 패션&뷰티사업본부장은 “본격적인 여름을 앞두고 고객들이 많이 찾는 상품을 위주로 릴레이 할인 기획전을 준비했다”며 “인기 브랜드와 협업을 계속 늘려가 더 풍성한 혜택을 제공하도록 노력하겠다”고 말했다.

"
"소녀시대 서현, 파격적인 트임 <b>패션</b>..아찔한 섹시美","
 
서현 채널[헤럴드POP=정혜연기자] 
 
그룹 소녀시대 멤버 서현이 물오른 미모와 몸매를 자랑했다.2일 가수 겸 배우 서현은 자신의 채널에 여러 장의 사진을 게재했다.사진 속 서현은 파격적인 디자인의 크롭티와 미니스커트를 입고 힙하면서 섹시한 매력을 뽐냈다. 서현은 소멸 직전의 작은 얼굴과 군살 없이 여리여리한 체구를 통해 살아 숨 쉬는 바비인형의 정석을 보여줬다. 물오른 미모를 자랑하는 그녀는 매일 새로운 리즈를 경신 중이다.한편 서현은 영화 '왕을 찾아서'를 차기작으로 선택했다. '왕을 찾아서'는 1980년 여름 비무장지대 마을에 찾아온 정체불명의 거대한 손님을 맞이하게 된 군의관 도진(구교환)과 마을 주민들의 모험을 그린 SF 감성 대작이다. 
"
"<b>여름</b> 모자, 예쁘게 쓰는 법","





평년보다 높아진 기온에 모자를 구매하는 이들이 늘고 있다. 올 여름 유행할 모자는? 프라다, MLB 제공빠르게 다가온 여름 시즌, 평년보다 높아진 기온에 모자를 구매하는 이들이 늘고 있다. 이로 인해 패션업계에서는 니트부터 나일론까지 다양한 소재의 모자를 선보이고 있다. 가볍고 통기성 좋은 밀짚모자부터 캐주얼한 볼캡까지 일상에서 다채롭게 매치할 수 있는 여름 모자 스타일링을 살펴보자.모자 하면 가장 먼저 떠오르는 볼캡을 주목해보자. 스노우피크의 볼캡은 나일론 소재로 가볍고 시원해 여름에 착용하기 안성맞춤이다. 특히 접촉 냉감 기능을 더한 포켓 원피스를 함께 매치하면 시원하고 내추럴한 무드의 스타일링을 완성할 수 있다.휴가 시즌 착용하기 좋은 라피아 햇은 어떨까? 여름철 포인트 아이템으로 꾸준한 인기를 얻고 있는 라피아 햇은 끊김 없는 정교한 짜임으로 시원하고 청량한 분위기를 더해준다. 썬캡 형태의 디자인은 부담스럽지 않은 크기로 일상에서도 실용적이고 편안하게 착용할 수 있다.



①MLB ②스노우피크어패럴 ③시엔느 ④플레이블 ⑤세이모온도모자를 매치해 꾸안꾸 스타일까지 사로잡고 싶다면 버킷햇을 활용해 보는 것도 방법. 빈티지한 디자인으로 이목을 끌고 있는 시엔느의 버킷햇은 뜨거운 햇빛을 가려주는 동시에 편안한 착용감을 선사한다. 버킷햇과 함께 여름 시즌 빼놓을 수 없는 줄무늬 티셔츠와 화이트 컬러의 플레어스커트를 함께 착용한다면 더욱 화사하고 싱그러운 스타일링을 완성할 수 있다. 이외에도 통기성 좋은 니트 버킷햇은 은은한 광택감과 매끄러운 소재로 데일리룩 뿐만 아니라 바캉스룩에도 잘 어울려 산뜻한 분위기를 연출할 수 있다.
		
"
"지포어, 알랍과 손잡고 <b>패션</b> DNA 강화...<b>여름</b> 캡슐 컬렉션 공개","





코오롱FnC_지포어_알랍 컬래버레이션_이미지(사진=코오롱FnC 제공) *재판매 및 DB 금지[서울=뉴시스]박미선 기자 = 코오롱인더스트리FnC부문(코오롱FnC)의 글로벌 럭셔리 골프 브랜드 ‘지포어(G/FORE)’가 버츄얼 패션 셀러브리티 알랍(ALAP)과 손잡고 올여름 캡슐 컬렉션을 공개했다고 22일 밝혔다. 지포어는 버추얼 패션 셀러브리티 ‘알랍 (ALAP)’과 협업을 통해 골프웨어에서 나아가 패션 DNA를 강화한 럭셔리 라이프스타일 브랜드로 소통할 계획이다.’알랍’은 국내 최대 NFT 거래소인 ‘팔라(Pala)’에서 만든 새로운 유형의 IP로 버츄얼 패션 셀러브리티로, 글로벌 패션 매거진 협업, SS(봄·여름) 서울패션위크 NFT 셀러브리티 참여 등 한계 없는 다양한 외부 협업을 선보이고 있다.이번 지포어X알랍의 ‘서프앤터프 캡슐 컬렉션’에 앞서 공개된 캠페인 영상은 지포어 브랜드의 본원인 미국 LA 해변을 배경으로, 총 8개의 ‘서프앤터프’ 컬렉션 룩을 입은 버추얼 패션 셀럽 ‘알랍’이 모델로 등장해 여유롭고 자유로운 LA의 럭셔리 라이프스타일을 보여준다. 이번 컬래버레이션은 지포어가 35-44세 영앤리치를 겨냥해 디지털 럭셔리 경험을 강화하기 위한 ‘DX(Digital eXperience) 브랜딩’의 일환이다. ‘서프앤터프 캡슐 컬렉션’은 22일부터 지포어 공식 온라인 스토어와 지포어 서울 플래그십 스토어에서 선 판매를 시작하고, 다음 달 2일부터는 지포어 전 매장에서 만나볼 수 있다.

"
