제목,내용
"IVE <b>가을</b>, 무결점 미모 [포토엔HD]","
 
[뉴스엔 이재하 기자] 5월31일 오후 패션 브랜드 런칭 포토월에 IVE 가을, NCT 도영, 혜리, 몬스타엑스 셔누, 나나, 안보현, 고민시, 기은세, 배인혁, 오예주등이  참석하여 사진 포즈를 취하고 있다. 

"
"아이브 <b>가을</b>, <b>가을</b> 선배 입장하십니다 [SE★포토]","
 
그룹 아이브(IVE) 가을이 31일 오후 서울 강남구 돌체앤가바나 청담플래그십에서 진행된 명품 패션 브랜드 돌체앤가바나 ‘DG 로고 백 세컨드 푸시 캠페인’ 기념 포토콜에 입장하고 있다. 김규빈 기자[서울경제] 그룹 아이브(IVE) 가을이 31일 오후 서울 강남구 돌체앤가바나 청담플래그십에서 진행된 명품 패션 브랜드 돌체앤가바나 ‘DG 로고 백 세컨드 푸시 캠페인’ 기념 포토콜에 입장하고 있다.
"
"IVE <b>가을</b>, 고급스러운 아우라 [포토엔HD]","
 
[뉴스엔 이재하 기자] 5월31일 오후 패션 브랜드 런칭 포토월에 IVE 가을, NCT 도영, 혜리, 몬스타엑스 셔누, 나나, 안보현, 고민시, 기은세, 배인혁, 오예주등이  참석하여 사진 포즈를 취하고 있다.
"
"IVE <b>가을</b>, 화보장인 <b>가을</b> 선배 [포토엔HD]","
 
[뉴스엔 이재하 기자] 5월31일 오후 패션 브랜드 런칭 포토월에 IVE 가을, NCT 도영, 혜리, 몬스타엑스 셔누, 나나, 안보현, 고민시, 기은세, 배인혁, 오예주등이  참석하여 사진 포즈를 취하고 있다. 

"
[T포토] <b>가을</b> &apos;사르르 눈웃음&apos;,"
 
그룹 '아이브' 가을이 31일 오후 서울 강남구에서 열린 한 패션 브랜드 포토콜 행사에 참석해 포즈를 취하고 있다.오민아 기자  
"
"<b>가을</b>·고민시·차예련·진서연, 단발병 유발하는 COOL한 스타일링[TEN이슈]","
				
				
				[텐아시아=류예지 기자] 
무더운 여름, 스타들의 새로운 트렌드는 '단발'이다.지난달 31일 진행된 각종 행사에 참석한 스타들은 상큼한 단발머리를 하고 나타났다. 31일 하루에만 무려 4명의 스타가 짧은 커트 머리로 등장해 눈길을 끌었다. 지난해 그룹 뉴진스의 신드롬급 인기와 함께 긴 생머리 유행이 국내를 강타했었다면, 올해 초에는 과감한 단발 스타일이 배턴을 이어 받는 모양새다. 
 
아이브 가을과 배우 고민시는 지난달 31일 오후 서울 강남구 청담동에서 진행된 한 패션브랜드 포토콜에 참석했다. 두 사람은 칼 단발 스타일로 세련되고 이지적인 느낌을 드러냈다. 
 
배우 차예련과 진서연은 같은 날 오후 서울 마포구 상암동에서 진행된 ENA '행복배틀' 제작발표회에 참석했다. 차예련은 모발 끝에는 C컬 웨이브를 넣어 자연스러운 느낌을 연출했다. 진서연은 고급스러운 패션 스타일링에 어울리는 깔끔한 헤어스타일을 완성했다.류예지 텐아시아 기자 ryuperstar@tenasia.co.kr
			"
"IVE <b>가을</b>, 예쁜 분위기가 넘치네~ [포토엔HD]","
 
[뉴스엔 이재하 기자] 5월31일 오후 패션 브랜드 런칭 포토월에 IVE 가을, NCT 도영, 혜리, 몬스타엑스 셔누, 나나, 안보현, 고민시, 기은세, 배인혁, 오예주등이  참석하여 사진 포즈를 취하고 있다. 

"
"NCT 도영, <b>패션</b> 모델 같은 아우라 [포토엔HD]","
 
[뉴스엔 이재하 기자] 5월31일 오후 패션 브랜드 런칭 포토월에 IVE 가을, NCT 도영, 혜리, 몬스타엑스 셔누, 나나, 안보현, 고민시, 기은세, 배인혁, 오예주등이  참석하여 사진 포즈를 취하고 있다. 

"
[T포토] <b>가을</b> &apos;여름에 온 <b>가을</b> 선배&apos;,"
 
그룹 '아이브' 가을이 31일 오후 서울 강남구에서 열린 한 패션 브랜드 포토콜 행사에 참석해 포즈를 취하고 있다.오민아 기자  
"
[T포토] <b>가을</b> &apos;얼음 공주가 나타났어&apos;,"
 
그룹 '아이브' 가을이 31일 오후 서울 강남구에서 열린 한 패션 브랜드 포토콜 행사에 참석해 포즈를 취하고 있다.오민아 기자  
"
"IVE <b>가을</b>, 인기 실감하는 선배 미소 [포토엔HD]","
 
[뉴스엔 이재하 기자] 5월31일 오후 패션 브랜드 런칭 포토월에 IVE 가을, NCT 도영, 혜리, 몬스타엑스 셔누, 나나, 안보현, 고민시, 기은세, 배인혁, 오예주등이  참석하여 사진 포즈를 취하고 있다. 

"
"IVE <b>가을</b>, 여름내음 가득한 <b>가을</b> 선배 [포토엔HD]","
 
[뉴스엔 이재하 기자] 5월31일 오후 패션 브랜드 런칭 포토월에 IVE 가을, NCT 도영, 혜리, 몬스타엑스 셔누, 나나, 안보현, 고민시, 기은세, 배인혁, 오예주등이  참석하여 사진 포즈를 취하고 있다. 

"
"기은세, 여름 분위기 물씬 나는 <b>패션</b>~ [포토엔HD]","
 
[뉴스엔 이재하 기자] 5월31일 오후 패션 브랜드 런칭 포토월에 IVE 가을, NCT 도영, 혜리, 몬스타엑스 셔누, 나나, 안보현, 고민시, 기은세, 배인혁, 오예주등이  참석하여 사진 포즈를 취하고 있다. 

"
"아이브 <b>가을</b>, 내 장점이 뭔지 알아? 귀엽단 거야 [SE★포토]","
 
그룹 아이브(IVE) 가을이 31일 오후 서울 강남구 돌체앤가바나 청담플래그십에서 진행된 명품 패션 브랜드 돌체앤가바나 ‘DG 로고 백 세컨드 푸시 캠페인’ 기념 포토콜에서 포즈를 취하고 있다. 김규빈 기자[서울경제] 그룹 아이브(IVE) 가을이 31일 오후 서울 강남구 돌체앤가바나 청담플래그십에서 진행된 명품 패션 브랜드 돌체앤가바나 ‘DG 로고 백 세컨드 푸시 캠페인’ 기념 포토콜에서 포즈를 취하고 있다.
"
"아이브 <b>가을</b>, 블랙홀처럼 빠져드는 눈빛 &apos;시크+우아 공존&apos;","
				
				
				아이브(IVE) 가을이 화보를 공개했다. 
이탈리아 럭셔리 브랜드 돌체앤가바나는 29일 패션 매거진 더블유 코리아(W Korea)를 통해 가을과 함께한 화보를 공개했다. 공개된 화보 속 가을은 시크한 매력을 살린 청청 패션에 브랜드의 로고 디테일이 돋보이는 미니멀하고 기하학적인 디자인의 가방을 매치한 캐주얼한 스타일링과 함께 특유의 고급스러운 아우라를 발산해 시선을 압도했다. 가을의 화려한 이목구비가 돋보이는 클로즈업 컷 또한 눈길을 끌었다. 또 다른 컷에서는 우아하면서도 섹시한 레오파드 패턴 원피스에 청바지를 믹스 매치한 파격적인 스타일링까지 자신만의 매력으로 완벽 소화해 내며 차세대 '화보 장인'의 진면모를 뽐냈다. 가을의 전매특허인 깊은 눈빛과 모델 같은 능숙한 포즈, 풍부한 표정 연기가 어우러진 치명적인 화보에 글로벌 팬들의 폭발적인 반응이 쏟아지고 있다. 가을의 더 많은 화보는 더블유 코리아 웹사이트에서 만나볼 수 있다. 한편, 가을이 속한 아이브는 지난달 10일 첫 번째 정규 앨범 '아이해브 아이브(I've IVE)'를 발매하고 타이틀곡 '아이엠(I AM)'으로 각종 음반, 음원 차트를 올킬하며 'MZ 워너비 아이콘'의 진가를 입증했다.
			"
[T포토] <b>가을</b>-나나-고민시 &apos;윙크로 애교 가득&apos;,"
 
가수 가을과 배우 나나, 고민시가 31일 오후 서울 강남구에서 열린 한 패션 브랜드 포토콜 행사에 참석해 포즈를 취하고 있다.오민아 기자  
"
K<b>패션</b>·예술이 만나 더 특별한 행사,"

			롯데백화점이 한국의 패션·아트가 어우러진 특별한 행사를 펼친다.24일 롯데백화점에 따르면 국내 인기 디자이너 브랜드 잉크(EENK)와 협업해 제작한 11개 스타일의 단독 상품과 2023 가을·겨울(FW) 컬렉션 24종을 선보인다.롯데백화점의 하이엔드 편집숍 엘리든·롯데갤러리가 공동 주관하는 이 행사에서는 셔링 블라우스, 오버핏 싱글 코트 등 올해 가을·겨울에 인기를 끌 것으로 예상되는 패션을 소개한다.패션 상품은 오는 25일 단 하루 에비뉴엘 잠실점 6층 롯데갤러리에 진열·전시 판매되며, 온라인몰에서는 28일까지 사전 예약 주문을 받는다.잉크는 메시지와 이미지를 출력할 때 매개체 역할을 한다는 의미를 담은 이혜미 디자이너의 패션 브랜드로 국내를 넘어 중국·유럽 등에서도 명성을 얻고 있다.롯데백화점은 오는 25일 잠실롯데타워 야외 미디어큐브 앞에서 잉크 패션쇼도 연다. 사진과 그래픽을 활용한 조각으로 유명한 권오상 작가의 에어 매스(공기주입식 대형 작품)로 6m에 달하는 작품 사이로 모델들이 걸으며 이색적인 분위기를 연출한다.권 작가는 잠실점 6층 롯데갤러리에서 7월 16일까지 개인전도 연다.롯데백화점 관계자는 “사전 예약기간에 온·오프라인을 통해 상품을 구매하는 고객에게는 30% 할인 혜택을 제공한다”면서 “고객에게는 상품을 가을쯤 전달할 예정”이라고 말했다.



롯데백화점

"
"롯데百, 브랜드 &apos;잉크&apos; 행사…&quot;기획 상품에 <b>패션</b>쇼도&quot;","

기사내용 요약엘리든 등과 협업…권오상 대형 작품도



[서울=뉴시스](사진=롯데백화점 제공)[서울=뉴시스] 심동준 기자 = 롯데백화점은 패션 편집숍 엘리든, 롯데갤러리 등과 함께 아트, 패션 접목 행사를 벌인다고 24일 밝혔다. 이번 행사에선 디자이너 브랜드 잉크(EENK)와 권오상 작가가 협업한 상품, 아트 전시, 패션쇼 등이 전개된다. 먼저 롯데백화점과 잉크가 협업해 선별, 기획한 상품을 판매한다. 단독 상품 11개와 잉크의 2023년 가을·겨울 상품 24종을 여기서 공개한다. 상품은 에비뉴엘 잠실점 6층 롯데갤러리에서 하고 있는 권오상 작가의 '에어매스: 바람이 다니는 길' 전시장에서 25일 하루 전시하고 예약 판매한다.롯데백화점 온라인몰에선 '엘리든X잉크X권오상 2023 가을·겨울기획전'을 한다. 여기선 28일까지 예약 구매를 할 수 있다. 온·오프라인 경로로 사전 예약 주문 기간에 구매하는 소비자에겐 30% 할인가를 적용한다. 상품은 가을에 전달할 예정이다. 이번 행사에선 권오상 작품과 접목한 잉크 패션쇼도 열린다. 권 작가는 이른바 사진 조각으로 알려져 있는데, 이번엔 약 6m 크기의 공기주입식 대형 작품을 제작했다.패션쇼는 25일 오후 7시30분부터 잠실롯데타워 야외 미디어 큐브 앞에서 진행한다. 모델들은 대형 작품 사이를 걷게 될 예정이다. 롯데백화점은 아트와 패션을 접목한 다른 행사도 예정 중이다. 올 하반기 엘리든을 통해 추가 '아트&패션' 프로젝트를 하겠다는 계획이다.

"
"K<b>패션</b>과 예술이 뭉쳤다…롯데백화점, 국내브랜드 잉크와 기획전","

			(서울=연합뉴스) 전성훈 기자 = 롯데백화점은 국내 인기 디자이너 브랜드 잉크(EENK)와 협업해 제작한 11개 스타일의 단독 상품과 2023 가을·겨울(F/W) 컬렉션 24종을 선보인다고 24일 밝혔다.     롯데백화점의 하이엔드 편집숍 엘리든·롯데갤러리가 공동 주관하는 이 행사에서는 셔링 블라우스, 오버핏 싱글 코트 등 올해 가을·겨울에 인기를 끌 것으로 예상되는 상품들이 고객들을 맞는다.     상품은 에비뉴엘 잠실점 6층 롯데갤러리에 진열·전시되며 현장에서는 25일까지, 온라인몰에서는 28일까지 사전 예약 주문을 받는다.



[롯데백화점 제공. 재판매 및 DB 금지]잉크는 메시지와 이미지를 출력할 때 매개체 역할을 한다는 의미를 담은 이혜미 디자이너의 패션 브랜드로, 국내를 넘어 중국·유럽 등에서도 명성을 얻고 있다.     롯데백화점은 25일 잠실롯데타워 야외 미디어큐브 앞에서 잉크 패션쇼도 연다. 사진과 그래픽을 활용한 조각으로 유명한 권오상 작가의 대형 작품이 런웨이를 장식해 눈길을 끌 전망이다.     권 작가는 롯데갤러리에서 7월 16일까지 개인전을 한다.     롯데백화점은 이번 이벤트를 계기로 K-아트와 K-패션이 어우러지는 다양한 프로젝트를 선보일 계획이라고 전했다.     lucho@yna.co.kr

"
"롯데백화점, K<b>패션</b>·아트 협업 프로젝트 선봬","





롯데백화점의 편집숍 엘리든이 롯데갤러리와 협업 프로젝트를 진행한다. /롯데백화점         롯데백화점의 하이엔드 패션 편집숍인 ‘엘리든’과 ‘롯데갤러리’의 협업 프로젝트를 선보인다고 24일 밝혔다. 국내 인기 디자이너 브랜드 잉크와 사진 조각의 거장 권오상 작가가 함께 작업한 상품과 아트 전시, 패션쇼가 어우러진 행사다.잉크와 협업해 제작한 11개 스타일의 단독 상품과 2023 가을·겨울 상품 24종을 선보인다. 상품은 에비뉴엘 잠실점 6층 롯데갤러리에 열리는 권오상 작가의 전시장에 전시되며 현장에서는 25일까지, 온라인몰에서는 28일까지 사전 예약 주문을 받는다.아울러 권오상 작가의 작품과 어우러진 패션쇼도 선보인다. 권 작가는 잉크의 F/W 시즌 패턴에서 영감을 받아 대형 ‘에어 매스’(공기주입식 대형 작품) 조각을 제작했다.롯데백화점은 이번 이벤트를 시작으로 K-아트와 K-패션이 어우러지는 다양한 프로젝트를 선보일 계획이다.우순형 롯데백화점 PB부문장은 “앞으로도 다양한 협업을 통해 엘리든을 국내를 대표하는 K-하이엔드 패션 플랫폼으로 키워나갈 것”이라고 말했다.

"
"여름보다 ‘<b>가을</b>’, 믹스매치도 눈부시게[화보]","





이탈리아 브랜드 돌체앤가바나가 공개한 아이브 멤버 가을 화보이탈리아 브랜드 돌체앤가바나는 아이브 멤버 가을과 함께한 화보를 공개했다.패션매거진 <더블유 코리아>를 통해 공개된 화보 속 가을은 돌체앤가바나의 새로운 ‘DG 로고 백’과 함께 브랜드의 상징성을 담은 데님, 레오파드 패턴 아이템을 믹스매치한 스타일링을 선보였다.



이탈리아 브랜드 돌체앤가바나가 공개한 아이브 멤버 가을 화보



이탈리아 브랜드 돌체앤가바나가 공개한 아이브 멤버 가을 화보



이탈리아 브랜드 돌체앤가바나가 공개한 아이브 멤버 가을 화보가을이 착용한 DG 로고 백은 돌체앤가바나의 에센셜 라인으로 간결하고 기하학적인 디자인에 전면 퀼팅 처리한 로고 디테일이 특징이다.해당 백은 다양한 컬러와 사이즈의 쇼퍼 백, 숄더 백, 크로스바디 백으로 출시됐으며 돌체앤가바나 청담 플래그십을 포함한 국내 매장 및 공식 온라인 스토어에서 만나볼 수 있다.한편 가을이 속한 아이브는 지난달 10일 첫 번째 정규 앨범 ‘아이해브 아이브(I’ve IVE)’를 발매하고 타이틀곡 ‘아이엠(I AM)’으로 활발한 활동을 이어가는 중이다.
		
"
[T포토] <b>가을</b> &apos;여름 부르는 공항<b>패션</b>&apos;,"
 
그룹 '아이브'의 가을이 26일 오전 일본 앨범 프로모션 차 김포국제공항을 통해 일본으로 출국했다.오민아 기자  
"
<b>패션</b>·예술 한 곳에…롯데百의 &apos;이색 컬래버&apos;,"

국내 인기 디자이너 브랜드 '잉크''사진 조각 거장' 권오상과 첫 협업FW패션쇼서 신상·다양한作 선봬



잠실 롯데백화점 에비뉴엘 아트홀에서 오는 7월 16일까지 진행되는 권오상 작가의 ‘에어매스(AIR MASS) : 바람이 다니는 길’ 전시 전경/사진=롯데갤러리 인스타그램[서울경제] 롯데백화점이 한국을 대표하는 예술 작품과 패션 브랜드의 협업을 기획해 색다른 행사를 선보인다. 일명 ‘아트&패션 프로젝트’다.롯데백화점은 국내 인기 디자이너 브랜드 ‘잉크(EENK)’와 사진 조각의 거장 권오상 작가의 이색 협업을 통해 상품, 전시, 패션쇼가 어우러지는 다양한 행사를 진행한다고 24일 밝혔다.잉크는 메시지와 이미지를 출력할 때 매개체 역할을 한다는 의미를 담은 이혜미 디자이너의 패션 브랜드로 국내를 넘어 중국, 유럽에서도 큰 인기를 끌고 있다. 권오상 작가는 사진 조각의 거장으로 그동안 국내외 다양한 브랜드와의 공동 작업을 펼쳐 왔으며 현재 잠실 롯데백화점 에비뉴엘 아트홀에서 개인전 ‘에어매스(AIR MASS) : 바람이 다니는 길’을 선보이고 있다.



롯데백화점 편집숍 엘리든과 인기 패션 브랜드 잉크가 함께 제작해 권오상 작가의 전시회와 컬래버 패션쇼에서 선보일 FW 의상/사진 제공=롯데백화점먼저 25일 오후 7시 30분 잠실 롯데타워 야외 미디어 큐브 앞에서 두 장르가 어우러진 패션쇼가 열린다. 잉크의 2023년 가을·겨울(FW) 신상품을 선보이는 자리로 이번 시즌 패턴에서 영감을 받아 권 작가가 제작한 대형 에어매스(공기 주입 작품)도 등장한다. 6m 높이의 에어매스 사이로 잉크의 옷을 입을 모델들이 걷는 독특한 런웨이 풍경을 만나볼 수 있다.



패션쇼 외에도 권 작가의 개인전 전시장에서 ‘또 다른 작품’의 느낌으로 잉크의 상품을 접할 수 있다. 이번 기획을 위해 롯데백화점의 하이엔드 패션 편집숍 엘리든은 잉크와 총 11개 스타일의 단독 상품을 제작했는데, 25일 단 하루 이 단독 상품과 24종의 잉크 FW 컬렉션 상품을 롯데갤러리 전시장에 전시한다. 전시와 별개로 28일까지 온·오프라인을 통해 주문을 받아 할인된 가격에 사전 판매를 진행하며 9월 엘리든 매장에서 정식 공개한다.롯데백화점은 올 하반기에도 엘리든을 통해 또 다른 ‘아트&패션’ 프로젝트를 선보일 계획이다.

"
"아이브 <b>가을</b>, 혼자서도 잘해요…독보적인 &apos;화보 장인&apos; 아우라[화보]","
				
				
				[텐아시아=윤준호 기자] 
사진 제공 = 더블유 코리아그룹 아이브(IVE) 가을이 화보를 통해 '무결점 미모'의 정석을 보여줬다. 이탈리아 럭셔리 브랜드 돌체앤가바나는 29일 패션 매거진 더블유 코리아(W Korea)를 통해 가을과 함께한 화보를 공개했다. 공개된 화보 속 가을은 시크한 매력을 살린 청청 패션에 브랜드의 로고 디테일이 돋보이는 미니멀하고 기하학적인 디자인의 가방을 매치한 캐주얼한 스타일링과 함께 특유의 고급스러운 아우라를 발산해 시선을 압도했다.  
사진 제공 = 더블유 코리아가을의 화려한 이목구비가 돋보이는 클로즈업 컷 또한 눈길을 끌었다. 또 다른 컷에서는 우아하면서도 섹시한 레오파드 패턴 원피스에 청바지를 믹스 매치한 파격적인 스타일링까지 자신만의 매력으로 완벽 소화해 내며 차세대 '화보 장인'의 진면모를 뽐냈다. 가을의 전매특허인 깊은 눈빛과 모델 같은 능숙한 포즈, 풍부한 표정 연기가 어우러진 치명적인 화보에 글로벌 팬들의 폭발적인 반응이 쏟아지고 있다.  
사진 제공 = 더블유 코리아가을의 더 많은 화보는 더블유 코리아 웹사이트에서 만나볼 수 있다. 한편, 가을이 속한 아이브는 지난달 10일 첫 번째 정규 앨범 '아이해브 아이브(I've IVE)'를 발매하고 타이틀곡 '아이엠(I AM)'으로 각종 음반, 음원 차트를 올킬하며 'MZ 워너비 아이콘'의 진가를 입증했다.윤준호 텐아시아 기자 delo410@tenasia.co.kr
			"
